0.00000000000000000000,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.49999999999999994449,	 0.00000000000000000000,	 0.78539816339744827900,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.88658792795809771015,	 0.38658792795809776566,	 2.46941169005092842070,	 -7.67764632011113423715,	 -3.10909936607321757407,	 49697.47241899776417994872,	 49702.30566843182168668136,	 0.00000000000000000000,	 0.00000000000000000000,	 14.02725784112034901341,	 0.00000000000000000000,	 0.00000000000000000000,	 0.70136289205601753949,	 0.05000000000000000971,	 0.01305219965620810392,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.88663135577309970525,	 0.38663135577309976076,	 2.46965361479896250430,	 -7.75579335897448185477,	 -3.14043771664951787415,	 49702.13770870664302492514,	 49707.06888323272141860798,	 0.00000000000000000000,	 0.00000000000000000000,	 14.16795242442653268711,	 0.00000000000000000000,	 0.00000000000000000000,	 0.70839762122132665656,	 0.05000000000000000278,	 0.01318343719427267705,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.88667459357863775971,	 0.38667459357863781522,	 2.46989449282734119251,	 -7.83236734156902070225,	 -3.17113438015853921215,	 49706.68325003804056905210,	 49711.71129666655178880319,	 0.00000000000000000000,	 0.00000000000000000000,	 14.30574148903837716773,	 0.00000000000000000000,	 0.00000000000000000000,	 0.71528707445191885839,	 0.05000000000000000278,	 0.01331197602688758211,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.88671762201190729158,	 0.38671762201190734709,	 2.47013421610305883291,	 -7.90738475107720883983,	 -3.20119639634484443036,	 49711.10707952189841307700,	 49716.23090870588202960789,	 0.00000000000000000000,	 0.00000000000000000000,	 14.44065762032123956260,	 0.00000000000000000000,	 0.00000000000000000000,	 0.72203288101606200033,	 0.05000000000000000278,	 0.01343784609074981026,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.88676042181340508641,	 0.38676042181340514192,	 2.47037267714850861111,	 -7.98086234569865560218,	 -3.23063091634852916911,	 49715.40726806721067987382,	 49720.62575612604268826544,	 0.00000000000000000000,	 0.00000000000000000000,	 14.57273390592674999766,	 0.00000000000000000000,	 0.00000000000000000000,	 0.72863669529633756650,	 0.05000000000000000278,	 0.01356107779009232267,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.88680297383091599706,	 0.38680297383091605257,	 2.47060976906410401099,	 -8.05281713089329898025,	 -3.25944519111320474281,	 49719.58191275431454414502,	 49724.89390423124859808013,	 0.00000000000000000000,	 0.00000000000000000000,	 14.70200388270088431852,	 0.00000000000000000000,	 0.00000000000000000000,	 0.73510019413504423813,	 0.05000000000000000278,	 0.01368170194765123450,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.88684525902121580376,	 0.38684525902121585927,	 2.47084538553819532680,	 -8.12326633098367700825,	 -3.28764655956579865403,	 49723.62914262252888875082,	 49729.03345257283945102245,	 0.00000000000000000000,	 0.00000000000000000000,	 14.82850148263418255112,	 0.00000000000000000000,	 0.00000000000000000000,	 0.74142507413170921637,	 0.05000000000000000278,	 0.01379974975470833580,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.88688725846009330844,	 0.38688725846009336395,	 2.47107942090337440177,	 -8.19222744764925892014,	 -3.31524247191308552019,	 49727.54716895552701316774,	 49733.04258527931233402342,	 0.00000000000000000000,	 0.00000000000000000000,	 14.95226113708909032596,	 0.00000000000000000000,	 0.00000000000000000000,	 0.74761305685445456071,	 0.05000000000000000278,	 0.01391525286848218149,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.88692895335550725466,	 0.38692895335550731017,	 2.47131177021027692575,	 -8.25971828051998002707,	 -3.34224049757072272371,	 49731.33427572412620065734,	 49736.91956149592442670837,	 0.00000000000000000000,	 0.00000000000000000000,	 15.07331781165138906431,	 0.00000000000000000000,	 0.00000000000000000000,	 0.75366589058256949762,	 0.05000000000000000278,	 0.01402824344498550604,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.88697032505494277643,	 0.38697032505494283194,	 2.47154232926910877310,	 -8.32575688445077410904,	 -3.36864830751771471284,	 49734.98878598772716941312,	 49740.66268169759860029444,	 0.00000000000000000000,	 0.00000000000000000000,	 15.19170692574882508552,	 0.00000000000000000000,	 0.00000000000000000000,	 0.75958534628744123207,	 0.04999999999999999584,	 0.01413875406458932338,	 0.00000000000000000000,	 0.00000000000000000000
