0.00000000000000000000,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 534935.30884528008755296469,	 1.50000000000000000000,	 0.00000000000000000000,	 7.06858347057703451100,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 534935.30884528008755296469,	 2.10114918998365496350,	 0.60114918998365496350,	 13.86959095583939394203,	 6.76345773114243886681,	 0.48764651767144429062,	 569804.92501265078317373991,	 569805.04391221387777477503,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.92834248990237133725,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.04641712449511856825,	 0.05000000000000000278,	 0.00048860013137417906,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 534935.30884528008755296469,	 2.10088604047732019353,	 0.60088604047732019353,	 13.86611709736218678302,	 7.18016152264586349219,	 0.51782063228153307755,	 569597.42704777617473155260,	 569597.56111687980592250824,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.98590903514953998066,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.04929545175747700181,	 0.05000000000000000278,	 0.00051886574534659366,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 534935.30884528008755296469,	 2.10074851596259115638,	 0.60074851596259115638,	 13.86430179793693007184,	 9.62069182760101782037,	 0.69391823460108315036,	 569547.40960328793153166771,	 569547.65036454610526561737,	 0.00000000000000000000,	 0.00000000000000000000,	 -1.32127806699055660999,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.06606390334952783050,	 0.05000000000000000278,	 0.00069534152297443051,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 534935.30884528008755296469,	 2.10070641164797411449,	 0.60070641164797411449,	 13.86374605214392019548,	 13.87516517928554904415,	 1.00082366822781376747,	 569548.85363388387486338615,	 569549.35445789131335914135,	 0.00000000000000000000,	 0.00000000000000000000,	 -1.90568974832172166600,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.09528448741608608330,	 0.05000000000000000278,	 0.00100288649734121826,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 534935.30884528008755296469,	 2.10070860047819563121,	 0.60070860047819563121,	 13.86377494280849198560,	 18.95693689378123281131,	 1.36737194393181482610,	 569573.43284913559909909964,	 569574.36770215211436152458,	 0.00000000000000000000,	 0.00000000000000000000,	 -2.60363944551005799255,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.13018197227550290518,	 0.05000000000000000278,	 0.00137018956338097616,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 534935.30884528008755296469,	 2.10074329296398953915,	 0.60074329296398953915,	 13.86423285761557799844,	 24.10327063384326962137,	 1.73852176902838317929,	 569620.99764126504305750132,	 569622.50887023576069623232,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.31029835934967708866,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.16551491796748388219,	 0.05000000000000000971,	 0.00174208979833738844,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 534935.30884528008755296469,	 2.10079155167153919237,	 0.60079155167153919237,	 13.86486984895680940610,	 29.02852903018477803698,	 2.09367483044702940020,	 569669.14280881278682500124,	 569671.33454596064984798431,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.98644944812568935433,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.19932247240628447882,	 0.05000000000000000278,	 0.00209794765575776988,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 534935.30884528008755296469,	 2.10083709550203545646,	 0.60083709550203545646,	 13.86547101866979048168,	 33.78726373911852931542,	 2.43679163106858309717,	 569709.28203299443703144789,	 569712.25100972107611596584,	 0.00000000000000000000,	 0.00000000000000000000,	 -4.63965842241806925017,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.23198292112090349026,	 0.05000000000000000278,	 0.00244173823042343006,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 534935.30884528008755296469,	 2.10088015617883172581,	 0.60088015617883172581,	 13.86603942322276061816,	 38.49206080967071841314,	 2.77599533902986328471,	 569750.44038002286106348038,	 569754.29345508397091180086,	 0.00000000000000000000,	 0.00000000000000000000,	 -5.28539494433411061181,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.26426974721670554169,	 0.05000000000000000278,	 0.00278160200272791836,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 534935.30884528008755296469,	 2.10092695052494615737,	 0.60092695052494615737,	 13.86665712573403119734,	 43.18185280711194451442,	 3.11407806622507177252,	 569798.23709377273917198181,	 569803.08583487395662814379,	 0.00000000000000000000,	 0.00000000000000000000,	 -5.92896019625427861399,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.29644800981271396401,	 0.05000000000000000278,	 0.00312033280342755145,	 0.00000000000000000000,	 0.00000000000000000000
