#t [s],	 x [cm],	 R [cm],	 Ux [cm/s],	 Ur [cm/s] 
 0.00000000000000000000 ,	 0.00390625000000000000,	 -0.90000000000000002220,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.00390625000000000000,	 -0.70000000000000006661,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.00390625000000000000,	 -0.50000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.00390625000000000000,	 -0.29999999999999998890,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.00390625000000000000,	 -0.10000000000000000555,	 0.00000000000000000000,	 0.00000000000000000000 
0.00000000000000000000 ,	 0.00390625000000000000,	 0.10000000000000000555,	 0.00000000000000000000,	 0.00000000000000000000 
0.00000000000000000000 ,	 0.00390625000000000000,	 0.29999999999999998890,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.00390625000000000000,	 0.50000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.00390625000000000000,	 0.70000000000000006661,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.00390625000000000000,	 0.90000000000000002220,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01171875000000000000,	 -0.90000000000000002220,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01171875000000000000,	 -0.70000000000000006661,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01171875000000000000,	 -0.50000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01171875000000000000,	 -0.29999999999999998890,	 0.00000000000000000000,	 -0.00000000000000000000 
0.00000000000000000000 ,	 0.01171875000000000000,	 -0.10000000000000000555,	 0.00000000000000000000,	 0.00000000000000000000 
0.00000000000000000000 ,	 0.01171875000000000000,	 0.10000000000000000555,	 0.00000000000000000000,	 0.00000000000000000000 
