0, 	 400, 	 0.52, 	 200.00000000000000000000, 	 1000.00000000000000000000, 	 0.00150000000000000003, 	 10086.34817245587328216061
1, 	 400, 	 0.52, 	 109.74395338039799696617, 	 692.96715067222362449684, 	 0.00244444578211862025, 	 915.00188419542428164277
