0, 	 400, 	 0.52000000000000001776, 	 200.00000000000000000000, 	 1000.00000000000000000000, 	 0.00150000000000000003, 	 10086.34817245587328216061, 	 77.00360764747053110568
1, 	 400, 	 0.52136708290413791289, 	 110.25627696337848249186, 	 698.45165873148039281659, 	 0.00250479187391987063, 	 916.31832868682215575973, 	 77.00360764747053110568
