0, 	 300, 	 0.39000000000000001332, 	 200.00000000000000000000, 	 1000.00000000000000000000, 	 0.00150000000000000003, 	 3703.86816852504762209719, 	 73.32223228082337129763
1, 	 300, 	 0.39578739780751498456, 	 122.23125624548391954249, 	 1058.96513006328132178169, 	 0.00184594767397475525, 	 563.47267041409315879719, 	 73.32223228082337129763
