0, 	 317, 	 0.32000000000000000666, 	 200.00000000000000000000, 	 1000.00000000000000000000, 	 0.00150000000000000003, 	 6761.09882471272703696741, 	 83.44567778262255330901
1, 	 317, 	 0.31564092674579163900, 	 287.85787938187519330313, 	 1427.70532590492257440928, 	 0.00094868483765085622, 	 2017.10374072032595904602, 	 83.44567778262255330901
