0, 	 400, 	 0.34999999999999997780, 	 200.00000000000000000000, 	 1000.00000000000000000000, 	 0.00150000000000000003, 	 2855.74953989353525685146, 	 88.37690162699657037138
1, 	 400, 	 0.33694662748068066049, 	 151.86282894856631742186, 	 1208.87588209300679409353, 	 0.00117974800565748424, 	 1505.95795557406995612837, 	 88.37690162699657037138
