0, 	 390, 	 0.35, 	 200.00000000000000000000, 	 1000.00000000000000000000, 	 0.00150000000000000003, 	 2943.54184769349785710801
1, 	 390, 	 0.35, 	 190.16690002574165418991, 	 1178.05407443027797853574, 	 0.00119880168827254420, 	 1761.59431534064810875861
