0, 	 359, 	 0.54000000000000003553, 	 78.00000000000000000000, 	 1000.00000000000000000000, 	 0.00100000000000000002, 	 7332.66569473391882638680, 	 76.91718384157043431060
1, 	 359, 	 0.53420713449767709413, 	 219.15491981256673170719, 	 778.27746893184894361184, 	 0.00194148495325628255, 	 1866.63476742940520125558, 	 76.91718384157043431060
