0, 	350.00000000000000000000, 	0.34000000000000002442, 	200.00000000000000000000, 	1000.00000000000000000000, 	0.00150000000000000003, 	3354.27831691260735169635, 	 83.18787632686803590332
1, 	350.00000000000000000000 , 	 0.32749762358737471990, 	219.78519807421830023486, 	1298.86092664432385390683, 	0.00131026339729192558, 	2261.99109089216653956100, 	 83.18787632686803590332
