0.00000000000000000000,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 564189.58354775607585906982,	 0.39999999999999996669,	 0.00000000000000000000,	 0.50265482457436694297,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 564189.58354775607585906982,	 0.42734105223386847916,	 0.02734105223386851247,	 0.57371882825815134765,	 25.78949430293453204399,	 44.95145188320410767346,	 25476.27722636317048454657,	 26486.59373956717900000513,	 0.00000000000000000000,	 0.00000000000000000000,	 -420.75482005041527600042,	 0.00000000000000000000,	 0.00000000000000000000,	 -21.03774100252076451056,	 0.05000000000000000278,	 0.09724592548822405536,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 564189.58354775607585906982,	 0.42725367549207027285,	 0.02725367549207030615,	 0.57348424018499455368,	 25.68662423373668346471,	 44.79046228968854137520,	 25399.48453711728143389337,	 26402.57729317928533419035,	 0.00000000000000000000,	 0.00000000000000000000,	 -419.33366389981910060669,	 0.00000000000000000000,	 0.00000000000000000000,	 -20.96668319499095645142,	 0.05000000000000000278,	 0.09690755558701752426,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 564189.58354775607585906982,	 0.42716681681394030878,	 0.02716681681394034209,	 0.57325109054764400440,	 25.58466305231171489254,	 44.63081444445211332095,	 25323.33675845278412452899,	 26319.29155744034142117016,	 0.00000000000000000000,	 0.00000000000000000000,	 -417.92398367770977074542,	 0.00000000000000000000,	 0.00000000000000000000,	 -20.89619918388548924781,	 0.05000000000000000278,	 0.09657196220282082688,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 564189.58354775607585906982,	 0.42708048379773411174,	 0.02708048379773414505,	 0.57301939888725605954,	 25.48361380669775044794,	 44.47251499021546550239,	 25247.89926224413648014888,	 26236.80155702160482178442,	 0.00000000000000000000,	 0.00000000000000000000,	 -416.52584632059847535857,	 0.00000000000000000000,	 0.00000000000000000000,	 -20.82629231602992447847,	 0.05000000000000000278,	 0.09623916028391199529,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 564189.58354775607585906982,	 0.42699468322132033693,	 0.02699468322132037024,	 0.57278918253265442839,	 25.38347892799585281409,	 44.31556967566989868601,	 25173.12091792478531715460,	 26155.05577576436189701781,	 0.00000000000000000000,	 0.00000000000000000000,	 -415.13931125648417719276,	 0.00000000000000000000,	 0.00000000000000000000,	 -20.75696556282420957018,	 0.05000000000000000278,	 0.09590916294363210914,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 564189.58354775607585906982,	 0.42690942060873993125,	 0.02690942060873996455,	 0.57256045544013911552,	 25.28426045473890226845,	 44.15998383140583172235,	 25099.00205444283710676245,	 26074.05414043784912792034,	 0.00000000000000000000,	 0.00000000000000000000,	 -413.76443526064241495988,	 0.00000000000000000000,	 0.00000000000000000000,	 -20.68822176303212145854,	 0.05000000000000000278,	 0.09558198253625192764,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 564189.58354775607585906982,	 0.42682470116384935155,	 0.02682470116384938486,	 0.57233323070091457474,	 25.18596000121029732099,	 44.00576211583244656822,	 25025.54063570316793629900,	 25993.79418540078404475935,	 0.00000000000000000000,	 0.00000000000000000000,	 -412.40126914716239525660,	 0.00000000000000000000,	 0.00000000000000000000,	 -20.62006345735812118392,	 0.05000000000000000278,	 0.09525762999979955903,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 564189.58354775607585906982,	 0.42674052974935883231,	 0.02674052974935886562,	 0.57210752048591839714,	 25.08857876919844542840,	 43.85290853699932256404,	 24952.73431056383560644463,	 25914.27310414104795199819,	 0.00000000000000000000,	 0.00000000000000000000,	 -411.04985798050000767034,	 0.00000000000000000000,	 0.00000000000000000000,	 -20.55249289902500109406,	 0.05000000000000000278,	 0.09493611490409073483,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 564189.58354775607585906982,	 0.42665691088780505202,	 0.02665691088780508533,	 0.57188333604950492006,	 24.99211755159011616456,	 43.70142645566906480781,	 24880.58039974629355128855,	 25835.48773687642096774653,	 0.00000000000000000000,	 0.00000000000000000000,	 -409.71024109027899839930,	 0.00000000000000000000,	 0.00000000000000000000,	 -20.48551205451395063051,	 0.05000000000000000278,	 0.09461744545574370113,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 564189.58354775607585906982,	 0.42657384876320375566,	 0.02657384876320378897,	 0.57166068773492861865,	 24.89657673591128528301,	 43.55131858823129675784,	 24809.07592374290106818080,	 25757.43459912971229641698,	 0.00000000000000000000,	 0.00000000000000000000,	 -408.38245208423137455611,	 0.00000000000000000000,	 0.00000000000000000000,	 -20.41912260421156943835,	 0.05000000000000000278,	 0.09430162850280865428,	 0.00000000000000000000,	 0.00000000000000000000
