0.00000000000000000000,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.39999999999999996669,	 0.00000000000000000000,	 0.50265482457436694297,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40589052169197220588,	 0.00589052169197223918,	 0.51756832806712482764,	 13.19550481880822090375,	 25.49519378066901253987,	 28735.33397504580716486089,	 29060.33642800273810280487,	 0.00000000000000000000,	 0.00000000000000000000,	 -251.25192551322658118806,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.56259627566132941467,	 0.05000000000000000278,	 0.02530951704147261713,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40585851681341805763,	 0.00585851681341809094,	 0.51748670971180044109,	 13.12328970716734133362,	 25.35966520662141476805,	 28576.05077728317337459885,	 28897.60708697913651121780,	 0.00000000000000000000,	 0.00000000000000000000,	 -249.93601618348986903584,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.49680080917449487288,	 0.05000000000000000278,	 0.02517596809159484278,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40582654488717684327,	 0.00582654488717687657,	 0.51740518181697170430,	 13.05107615304170032289,	 25.22409247470278259584,	 28416.82515236602193908766,	 28734.95257295219926163554,	 0.00000000000000000000,	 0.00000000000000000000,	 -248.61944387314821369728,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.43097219365741246122,	 0.05000000000000000971,	 0.02504236379271227927,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40579460143504109126,	 0.00579460143504112457,	 0.51732373294477129733,	 12.97885542730942276535,	 25.08845931623830338708,	 28257.64753254844981711358,	 28572.36292797972055268474,	 0.00000000000000000000,	 0.00000000000000000000,	 -247.30205111173140153369,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.36510255558657078723,	 0.05000000000000000278,	 0.02490868813915931776,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40576268254870262453,	 0.00576268254870265784,	 0.51724235311389255010,	 12.90662017714078935171,	 24.95275203092051796716,	 28098.51109483333857497200,	 28409.83101179164077620953,	 0.00000000000000000000,	 0.00000000000000000000,	 -245.98370529478646062671,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.29918526473932516296,	 0.05000000000000000971,	 0.02477492765250352558,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40573078488675684561,	 0.00573078488675687892,	 0.51716103379137401408,	 12.83436441311411435606,	 24.81695946622996373776,	 27939.41176566298236139119,	 28247.35250423723118728958,	 0.00000000000000000000,	 0.00000000000000000000,	 -244.66429850184127303692,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.23321492509206542820,	 0.05000000000000000971,	 0.02464107136216643276,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40569890566976885005,	 0.00569890566976888335,	 0.51707976787944809338,	 12.76208349144801523778,	 24.68107298760791223913,	 27780.34815438443911261857,	 28084.92583629425280378200,	 0.00000000000000000000,	 0.00000000000000000000,	 -243.34374722418240821753,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.16718736120911970033,	 0.04999999999999999584,	 0.02450711077691137413,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40566704267343933754,	 0.00566704267343937085,	 0.51699854969755654199,	 12.68977409356056362810,	 24.54508644363521696619,	 27621.32148759025585604832,	 27922.55212185301934368908,	 0.00000000000000000000,	 0.00000000000000000000,	 -242.02199204428777079556,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.10109960221438996086,	 0.05000000000000000278,	 0.02437303985141746690,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40563519422187083174,	 0.00563519422187086505,	 0.51691737496462897283,	 12.61743421670249531985,	 24.40899615255893806420,	 27462.33562142301889252849,	 27760.23516801083678728901,	 0.00000000000000000000,	 0.00000000000000000000,	 -240.69899752542593773796,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.03494987627129830798,	 0.05000000000000000278,	 0.02423885497403479791,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40560335919008683181,	 0.00560335919008686512,	 0.51683624080495227382,	 12.54506324431922870133,	 24.27280104193309284710,	 27303.39747176689343177713,	 27597.98190697752579580992,	 0.00000000000000000000,	 0.00000000000000000000,	 -239.37475360560407011690,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.96873768028020457166,	 0.05000000000000000278,	 0.02410455510630840625,	 0.00000000000000000000,	 0.00000000000000000000
