4.59643327451195382594,	 0.12500000000000000000,	 0.99999999999999988898,	 3.14159265358979311600,	 100000.00000000000000000000,	 1.00087478527118167726,	 0.00087478527118186656,	 3.14709149565410628568,	 0.00725447399531146085,	 0.00230513602967353723,	 0.08057212108109489124,	 155.05165226215422080713,	 0.04578026905730120388,	 155.05165491898029017648,	 -0.01244091928686788008,	 -181.45259838406298058544,	 336.65858983775433443952,	 0.00000773987976799273
4.59643327451195382594,	 0.37500000000000000000,	 0.99999999999999988898,	 3.14159265358979311600,	 100000.00000000000000000000,	 1.00087484984305907787,	 0.00087484984305911809,	 3.14709190172610586700,	 0.02159527964008300591,	 0.00686197934932834472,	 0.24153759529062526767,	 155.06309732941855372701,	 0.06659328102469677657,	 155.06312087279886213764,	 -0.03731240956842112738,	 -182.81473412560819724604,	 341.49140299204174198167,	 0.00002304024263094611
4.59643327451195382594,	 0.62500000000000000000,	 0.99999999999999988898,	 3.14159265358979311600,	 100000.00000000000000000000,	 1.00087497312735917987,	 0.00087497312735930336,	 3.14709267702193118410,	 0.03592855513435860154,	 0.01141642742099273355,	 0.40211966438512281030,	 155.08494890266658217115,	 0.10953417128750120302,	 155.08501407007412353778,	 -0.06210455401049694985,	 -182.89447526545089317551,	 341.85456190522666020115,	 0.00003833256093724577
4.59643327451195382594,	 0.87500000000000000000,	 0.99999999999999988898,	 3.14159265358979311600,	 100000.00000000000000000000,	 1.00087515883325139932,	 0.00087515883325153614,	 3.14709384486751364562,	 0.05024249013233364480,	 0.01596472574666700159,	 0.56206215664363334827,	 155.11786441506231426501,	 0.15435353937379245326,	 155.11799185129640932246,	 -0.08676532641858740458,	 -182.72256485373532086669,	 341.36987596187640292555,	 0.00005360422689078766
4.59643327451195382594,	 1.12500000000000000000,	 0.99999999999999988898,	 3.14159265358979311600,	 100000.00000000000000000000,	 1.00087540855065459944,	 0.00087540855065479102,	 3.14709541526157021707,	 0.06452928650256058163,	 0.02050439468394613107,	 0.72111256050910144122,	 155.16212567235348274153,	 0.20041029901579632266,	 155.16233588745416227539,	 -0.11124265977785448289,	 -182.40299277466280614135,	 340.40568301817882002069,	 0.00006884691320244098
4.59643327451195382594,	 1.37500000000000000000,	 0.99999999999999988898,	 3.14159265358979311600,	 100000.00000000000000000000,	 1.00087572418026726773,	 0.00087572418026725775,	 3.14709740015730199403,	 0.07878160667222855462,	 0.02503310087202601300,	 0.87902184755110090997,	 155.21806956457021442475,	 0.24796696238269835821,	 155.21838289263985188882,	 -0.13548491789000502439,	 -181.96337713911742639539,	 339.06125413057930018113,	 0.00008405278369546078
4.59643327451195382594,	 1.62500000000000000000,	 0.99999999999999988898,	 3.14159265358979311600,	 100000.00000000000000000000,	 1.00087610805254101365,	 0.00087610805254100075,	 3.14709981421058948570,	 0.09299243604441437272,	 0.02954861349630893627,	 1.03554537750238728755,	 155.28610915354482813200,	 0.29732280357969242957,	 155.28654571382460858331,	 -0.15944104490904678628,	 -181.41403228098454292194,	 337.37514585949651291230,	 0.00009921434644150674
4.59643327451195382594,	 1.87500000000000000000,	 0.99999999999999988898,	 3.14159265358979311600,	 100000.00000000000000000000,	 1.00087656291241078321,	 0.00087656291241090573,	 3.14710267468398097179,	 0.10715513500470176533,	 0.03404882079847040138,	 1.19044386075257624391,	 155.36673096636005197979,	 0.34876216898048223447,	 155.36731062745894860200,	 -0.18306069780778871925,	 -180.75948159036335027849,	 335.36587038080159572928,	 0.00011432450918317200
4.59643327451195382594,	 2.12500000000000000000,	 0.99999999999999988898,	 3.14159265358979311600,	 100000.00000000000000000000,	 1.00087709189245521735,	 0.00087709189245533379,	 3.14710600127791684244,	 0.12126349850245012052,	 0.03853174899517516905,	 1.34348432060990474746,	 155.46049023803507793673,	 0.40254878017275619317,	 155.46123258587539339715,	 -0.20629437925474805593,	 -180.00184292516243544924,	 333.04386842836925097799,	 0.00012937664284544558
4.59643327451195382594,	 2.37500000000000000000,	 0.99999999999999988898,	 3.14159265358979311600,	 100000.00000000000000000000,	 1.00087769848155394570,	 0.00087769848155413207,	 3.14710981593365657361,	 0.13531181247594997741,	 0.04299558019579525353,	 1.49444105244968161728,	 155.56800535644643446176,	 0.45892275188010467346,	 155.56892966640461395400,	 -0.22909357223471404907,	 -179.14208824684794763016,	 330.41597025611497429054,	 0.00014436464168772584
4.59643327451195382594,	 2.62500000000000000000,	 0.99999999999999988898,	 3.14159265358979311600,	 100000.00000000000000000000,	 1.00087838648963667332,	 0.00087838648963667852,	 3.14711414261160626893,	 0.14929490605648773616,	 0.04743866898090852435,	 1.64309658034843630858,	 155.68995161397512561052,	 0.51809790682217071733,	 155.69107682763245747992,	 -0.25141087687200258660,	 -178.18059636451627625320,	 327.48735654113187365510,	 0.00015928297896089963
