x [cm],	 0.00000000000000000000,	 2.50000000000000000000,	 5.00000000000000000000,	 7.50000000000000000000,	 10.00000000000000000000,	 12.50000000000000000000,	 15.00000000000000000000,	 17.50000000000000000000,	 20.00000000000000000000,	 22.50000000000000000000,	 24.89999999999999857891
-0.89999999999999991118	, 34.27854095532260458867	, 46.43636349295497467438	, 57.00416641396535766262	, 87.40782539083878077690	, 173.42262963241401507730	, 100.85154913711822644018	, 55.54813841630574700048	, 49.25999478441000434259	, 38.72956107155103921968	, 25.95391355736599692250
