0.96250000000000002220, 	 0.05428985491710732608, 	 -0.00000087223629103145, 	 -0.00000108903583634049, 	 -0.00000164876637911967, 	 -0.00000244067916074009, 	 -0.00000356541181329293, 	 -0.00000510162206352791, 	 -0.00001197190390704521, 	 -0.00001762478051562366
0.98750000000000004441, 	 0.05540301214613323200, 	 -0.00000089574649447432, 	 -0.00000111855603612033, 	 -0.00000169345379586436, 	 -0.00000250589189018894, 	 -0.00000366141067839471, 	 -0.00000523726782077329, 	 -0.00001227701961812747, 	 -0.00001806762618846375
1.01249999999999995559, 	 0.05650277074177711967, 	 -0.00000091891082785091, 	 -0.00000114809029930009, 	 -0.00000173825664586251, 	 -0.00000257149880623955, 	 -0.00000375784534428240, 	 -0.00000537343101066505, 	 -0.00001258173828119592, 	 -0.00001850977162337504
1.03750000000000008882, 	 0.05758893293502594102, 	 -0.00000094188839110859, 	 -0.00000117743463367071, 	 -0.00000178319752425989, 	 -0.00000263752367886900, 	 -0.00000385462526024914, 	 -0.00000550996819579435, 	 -0.00001288597954357569, 	 -0.00001895127413253310
1.06250000000000000000, 	 0.05866134881060089401, 	 -0.00000096484178726663, 	 -0.00000120673992650978, 	 -0.00000182836474948362, 	 -0.00000270393231068923, 	 -0.00000395156905315920, 	 -0.00000564673604323192, 	 -0.00001318991090178799, 	 -0.00001939217429096385
1.08750000000000013323, 	 0.05972011167031376910, 	 -0.00000098789901856991, 	 -0.00000123612949602046, 	 -0.00000187375963216339, 	 -0.00000277065660395173, 	 -0.00000404849498682916, 	 -0.00000578364041551514, 	 -0.00001349374461533168, 	 -0.00001983249472425495
1.11250000000000004441, 	 0.06076551621561594729, 	 -0.00000101122091877532, 	 -0.00000126583011007925, 	 -0.00000191932033292654, 	 -0.00000283766031038728, 	 -0.00000414542376600123, 	 -0.00000592066221280307, 	 -0.00001379763797267396, 	 -0.00002027224268196003
1.13749999999999995559, 	 0.06179779902657675517, 	 -0.00000103493486137125, 	 -0.00000129616242472747, 	 -0.00000196503059530454, 	 -0.00000290493271507820, 	 -0.00000424235014164229, 	 -0.00000605785720388018, 	 -0.00001410174802739093, 	 -0.00002071141387415331
1.16250000000000008882, 	 0.06281690849862528458, 	 -0.00000105906781999884, 	 -0.00000132728123207238, 	 -0.00000201075592290868, 	 -0.00000297247793181325, 	 -0.00000433930317260007, 	 -0.00000619532941092766, 	 -0.00001440612646642349, 	 -0.00002114999584283724
1.18750000000000000000, 	 0.06382254203562406913, 	 -0.00000108318814774902, 	 -0.00000135883553428103, 	 -0.00000205643313817600, 	 -0.00000304032304685601, 	 -0.00000443637592260300, 	 -0.00000633320559558959, 	 -0.00001471077511641009, 	 -0.00002158797028254128
1.21250000000000013323, 	 0.06481443804120839980, 	 -0.00000110672766297035, 	 -0.00000138999897544479, 	 -0.00000210217211990580, 	 -0.00000310849078676600, 	 -0.00000453379325534371, 	 -0.00000647159663849145, 	 -0.00001501564078735736, 	 -0.00002202531450165772
1.23750000000000004441, 	 0.06579265653273792813, 	 -0.00000112965111395824, 	 -0.00000142085284204027, 	 -0.00000214817467650893, 	 -0.00000317698723453369, 	 -0.00000463170664150665, 	 -0.00000661057107897700, 	 -0.00001532054069615661, 	 -0.00002246200240372274
1.26250000000000017764, 	 0.06675757328988665695, 	 -0.00000115196894040064, 	 -0.00000145156571384381, 	 -0.00000219452559878667, 	 -0.00000324579946100129, 	 -0.00000473021144111563, 	 -0.00000675012062946188, 	 -0.00001562530512590803, 	 -0.00002289800514749173
1.28750000000000008882, 	 0.06770956887799366164, 	 -0.00000117373603653546, 	 -0.00000148234942617224, 	 -0.00000224127912077633, 	 -0.00000331490783791686, 	 -0.00000482941937940191, 	 -0.00000689016429786633, 	 -0.00001592974595665185, 	 -0.00002333329136917757
1.31250000000000000000, 	 0.06864868159178022511, 	 -0.00000119522164381156, 	 -0.00000151342632543725, 	 -0.00000228848605299314, 	 -0.00000338432106389288, 	 -0.00000492936720761486, 	 -0.00000703056556598428, 	 -0.00001623375509075234, 	 -0.00002376782673321360
1.33750000000000013323, 	 0.06957454496623072249, 	 -0.00000121669165381755, 	 -0.00000154504519225643, 	 -0.00000233610817884308, 	 -0.00000345407202268111, 	 -0.00000502999900789247, 	 -0.00000717118807070045, 	 -0.00001653732710917787, 	 -0.00002420157267098235
1.36250000000000004441, 	 0.07048668895584596361, 	 -0.00000123839537345233, 	 -0.00000157732920878403, 	 -0.00000238397563548068, 	 -0.00000352418644231085, 	 -0.00000513117637212621, 	 -0.00000731192742215077, 	 -0.00001684052830546274, 	 -0.00002463448442990403
1.38750000000000017764, 	 0.07138496001885719089, 	 -0.00000126062177176000, 	 -0.00000160959333385637, 	 -0.00000243189311891152, 	 -0.00000359468229176331, 	 -0.00000523274239681974, 	 -0.00000745272795064351, 	 -0.00001714346213078355, 	 -0.00002506650900551790
1.41250000000000008882, 	 0.07226969542641037414, 	 -0.00000128345436160896, 	 -0.00000164126246787199, 	 -0.00000247973264918968, 	 -0.00000366560523349245, 	 -0.00000533457006088394, 	 -0.00000759361740502306, 	 -0.00001744624328678629, 	 -0.00002549758413439456
1.43750000000000000000, 	 0.07314148251373094045, 	 -0.00000130618941139415, 	 -0.00000167250858193359, 	 -0.00000252748503236435, 	 -0.00000373701719130646, 	 -0.00000543658160997798, 	 -0.00000773472876396848, 	 -0.00001774897554860936, 	 -0.00002592764013806237
1.46250000000000013323, 	 0.07400068195831323303, 	 -0.00000132808908169422, 	 -0.00000170351138765121, 	 -0.00000257527006252055, 	 -0.00000380894257245766, 	 -0.00000553880058758128, 	 -0.00000787628507756256, 	 -0.00001805177730913409, 	 -0.00002635660661934555
1.48750000000000004441, 	 0.07484710281032334878, 	 -0.00000134903316238505, 	 -0.00000173446506993544, 	 -0.00000262340039449447, 	 -0.00000388133823528072, 	 -0.00000564138508266992, 	 -0.00000801857350462197, 	 -0.00001835468957621241, 	 -0.00002678442535193500
1.51250000000000017764, 	 0.07568010865948905652, 	 -0.00000136923468578852, 	 -0.00000176543318919041, 	 -0.00000267208317755686, 	 -0.00000395408135227564, 	 -0.00000574451538099042, 	 -0.00000816189723744193, 	 -0.00001865772270860445, 	 -0.00002721106893299656
1.53750000000000008882, 	 0.07649909378945199401, 	 -0.00000138919836385125, 	 -0.00000179630201791049, 	 -0.00000272134575541193, 	 -0.00000402702790463112, 	 -0.00000584829766046056, 	 -0.00000830647872779063, 	 -0.00001896083185852121, 	 -0.00002763656235181137
1.56250000000000000000, 	 0.07730396855595254857, 	 -0.00000140940985615826, 	 -0.00000182696287818496, 	 -0.00000277122628402048, 	 -0.00000410008484515508, 	 -0.00000595286680770148, 	 -0.00000845235602777566, 	 -0.00001926390175669455, 	 -0.00002806100251317239
1.58750000000000013323, 	 0.07809527157233196737, 	 -0.00000143040343197415, 	 -0.00000185751263096045, 	 -0.00000282171724448710, 	 -0.00000417323829209670, 	 -0.00000605827197333130, 	 -0.00000859934578140459, 	 -0.00001956688147159336, 	 -0.00002848456874472102
1.61250000000000004441, 	 0.07887380254488991771, 	 -0.00000145204576510629, 	 -0.00000188813572776150, 	 -0.00000287266257967503, 	 -0.00000424653168677970, 	 -0.00000616438463458645, 	 -0.00000874693569494719, 	 -0.00001986968640158200, 	 -0.00002890751377362115
1.63750000000000017764, 	 0.07964003045321808860, 	 -0.00000147297023946835, 	 -0.00000191916441647390, 	 -0.00000292395093416558, 	 -0.00000432001811108492, 	 -0.00000627096635733250, 	 -0.00000889410446791512, 	 -0.00002017221812265450, 	 -0.00002933012250173049
1.66250000000000008882, 	 0.08039370813169036123, 	 -0.00000149220236166590, 	 -0.00000195112319902658, 	 -0.00000297548952672601, 	 -0.00000439372841329180, 	 -0.00000637779969078937, 	 -0.00000904060601711753, 	 -0.00002047437617558315, 	 -0.00002975263451784548
1.68750000000000000000, 	 0.08113398436574711936, 	 -0.00000150822384260862, 	 -0.00000198454243083465, 	 -0.00000302701636633802, 	 -0.00000446769222024606, 	 -0.00000648476620674814, 	 -0.00000918674124957850, 	 -0.00002077608770391367, 	 -0.00003017519306620050
1.71250000000000013323, 	 0.08185995481739324897, 	 -0.00000151865463363405, 	 -0.00000201933687286200, 	 -0.00000307840700707059, 	 -0.00000454198924208580, 	 -0.00000659182244509378, 	 -0.00000933280219819896, 	 -0.00002107733702293381, 	 -0.00003059797311247793
1.73750000000000004441, 	 0.08257128161166708835, 	 -0.00000152228149552855, 	 -0.00000205348317016908, 	 -0.00000312970189291174, 	 -0.00000461675662427026, 	 -0.00000669899240630986, 	 -0.00000947895618085761, 	 -0.00002137817202361902, 	 -0.00003102119300605721
1.76250000000000017764, 	 0.08326845698768738091, 	 -0.00000151619403060359, 	 -0.00000208656198752287, 	 -0.00000318097456356697, 	 -0.00000469214240945187, 	 -0.00000680640026235040, 	 -0.00000962540616162953, 	 -0.00002167868591827417, 	 -0.00003144491216035574
1.78750000000000008882, 	 0.08395251958245542045, 	 -0.00000149703321432850, 	 -0.00000211890581897505, 	 -0.00000323237077240872, 	 -0.00000476826693954434, 	 -0.00000691424868978376, 	 -0.00000977241117065242, 	 -0.00002197898625820962, 	 -0.00003186829384041020
1.81250000000000000000, 	 0.08462439287324337311, 	 -0.00000145149633841300, 	 -0.00000215085831220892, 	 -0.00000328411932103192, 	 -0.00000484521244033811, 	 -0.00000702274049120520, 	 -0.00000992026232894865, 	 -0.00002227916626650393, 	 -0.00003229033167052478
1.83750000000000013323, 	 0.08528426255171246695, 	 -0.00000135594136412242, 	 -0.00000218281564670494, 	 -0.00000333623041373233, 	 -0.00000492301348780307, 	 -0.00000713200499276850, 	 -0.00001006917808473986, 	 -0.00002257929061901207, 	 -0.00003271077915359921
1.86250000000000004441, 	 0.08593138870154516662, 	 -0.00000117210128004444, 	 -0.00000221497342298408, 	 -0.00000338875373267094, 	 -0.00000500163660651244, 	 -0.00000724205602436051, 	 -0.00001021926028643106, 	 -0.00002287939880124107, 	 -0.00003312975604788980
1.88750000000000017764, 	 0.08656448102603332695, 	 -0.00000083881742928648, 	 -0.00000224703209012690, 	 -0.00000344183775144706, 	 -0.00000508095701805469, 	 -0.00000735280534221815, 	 -0.00001037054054848514, 	 -0.00002317951438260235, 	 -0.00003354785506268982
1.91250000000000008882, 	 0.08718242319883011404, 	 -0.00000025662929823199, 	 -0.00000227871008949636, 	 -0.00000349560591717209, 	 -0.00000516077521382206, 	 -0.00000746411698849159, 	 -0.00001052293011902262, 	 -0.00002347965919205823, 	 -0.00003396580355564016
1.93750000000000000000, 	 0.08778492519926257842, 	 0.00000073598478521808, 	 -0.00000231024301373360, 	 -0.00000355002390755855, 	 -0.00000524089147599713, 	 -0.00000757585239146281, 	 -0.00001067621453570458, 	 -0.00002377989543065103, 	 -0.00003438442324608704
1.96250000000000013323, 	 0.08837272377040955584, 	 0.00000239620430227573, 	 -0.00000234198863605835, 	 -0.00000360495387986512, 	 -0.00000532116880757182, 	 -0.00000768791445491827, 	 -0.00001083018095061431, 	 -0.00002408033833332350, 	 -0.00003480551787806877
1.98750000000000004441, 	 0.08894721123227784798, 	 0.00000512363069924541, 	 -0.00000237446659771971, 	 -0.00000366019309125284, 	 -0.00000540153137179359, 	 -0.00000780028432706203, 	 -0.00001098465028377959, 	 -0.00002438102768398835, 	 -0.00003523274269383678
2.01250000000000017764, 	 0.08950968771307035721, 	 0.00000952391660495055, 	 -0.00000240783484525580, 	 -0.00000371567456531200, 	 -0.00000548193044823955, 	 -0.00000791301802459829, 	 -0.00001113944786178523, 	 -0.00002468194692113182, 	 -0.00003567282126095262
2.03750000000000008882, 	 0.09006063459917836023, 	 0.00001649310713474143, 	 -0.00000244055354736900, 	 -0.00000377149372445349, 	 -0.00000556234668626772, 	 -0.00000802620949519766, 	 -0.00001129446291236883, 	 -0.00002498280623386013, 	 -0.00003613778330334662
2.06250000000000000000, 	 0.09059938896724639701, 	 0.00002732791273582853, 	 -0.00000247162306504026, 	 -0.00000382767506412341, 	 -0.00000564283367925778, 	 -0.00000813997466770250, 	 -0.00001144973508063812, 	 -0.00002528321196561113, 	 -0.00003664913957604920
2.08749999999999991118, 	 0.09112438800502840885, 	 0.00004386520313597478, 	 -0.00000250071149363799, 	 -0.00000388409538300037, 	 -0.00000572356034071934, 	 -0.00000825446175388684, 	 -0.00001160537873275196, 	 -0.00002558304941686851, 	 -0.00003719136253526502
2.11250000000000026645, 	 0.09163386402244828866, 	 0.00006864643200613333, 	 -0.00000252782179391752, 	 -0.00000394061672409206, 	 -0.00000580479150905194, 	 -0.00000836983674158200, 	 -0.00001176145991106776, 	 -0.00002588227709158268, 	 -0.00003768610630919809
2.13750000000000017764, 	 0.09212665677041848022, 	 0.00010509587506442657, 	 -0.00000255258828190270, 	 -0.00000399720171641240, 	 -0.00000588680496308766, 	 -0.00000848623153673504, 	 -0.00001191804359961761, 	 -0.00002618090593893604, 	 -0.00003811052523502567
2.16250000000000008882, 	 0.09260276226371970398, 	 0.00015769831069196936, 	 -0.00000257285832235094, 	 -0.00000405392191355305, 	 -0.00000596979610077739, 	 -0.00000860368745687833, 	 -0.00001207522568257699, 	 -0.00002647897023887306, 	 -0.00003846724059933007
2.18750000000000000000, 	 0.09306337026757373343, 	 0.00023215609794554153, 	 -0.00000258453068972703, 	 -0.00000411086358093026, 	 -0.00000605382307389144, 	 -0.00000872212400777594, 	 -0.00001223304092307701, 	 -0.00002677651122624440, 	 -0.00003864803938297670
2.21249999999999991118, 	 0.09351037776396585455, 	 0.00033549700591148813, 	 -0.00000258009529095065, 	 -0.00000416807364477476, 	 -0.00000613880014617622, 	 -0.00000884134216037380, 	 -0.00001239145476268633, 	 -0.00002707358100152457, 	 -0.00003864573048051078
2.23750000000000026645, 	 0.09394559070330554817, 	 0.00047609783909073773, 	 -0.00000255308772514800, 	 -0.00000422562000001439, 	 -0.00000622452906591058, 	 -0.00000896105155532307, 	 -0.00001255041511671513, 	 -0.00002737024659712132, 	 -0.00003837891146719231
2.26250000000000017764, 	 0.09436994877784758706, 	 0.00066358469951888525, 	 -0.00000249073219211952, 	 -0.00000428364043276607, 	 -0.00000631076545815705, 	 -0.00000908087805319437, 	 -0.00001270990042804839, 	 -0.00002766659081747149, 	 -0.00003752234814548331
2.28750000000000008882, 	 0.09478307971659240272, 	 0.00090857234451274609, 	 -0.00000236869449132147, 	 -0.00000434228442208826, 	 -0.00000639729724932525, 	 -0.00000920063102927453, 	 -0.00001286995243013232, 	 -0.00002796271010359907, 	 -0.00003553516002068878
2.31250000000000000000, 	 0.09518334909121076159, 	 0.00122222339100514161, 	 -0.00000214418141669462, 	 -0.00000440157526015823, 	 -0.00000648399876766582, 	 -0.00000932045562108286, 	 -0.00001303064894721133, 	 -0.00002825870484194687, 	 -0.00003146260195953091
2.33749999999999991118, 	 0.09556837360341119414, 	 0.00161563938905967541, 	 -0.00000174839607746675, 	 -0.00000446137334060966, 	 -0.00000657084771230456, 	 -0.00000944053878151485, 	 -0.00001319207571854564, 	 -0.00002855466006584903, 	 -0.00002361664617109394
2.36250000000000026645, 	 0.09593580413077598679, 	 0.00209912289959022494, 	 -0.00000107663713820476, 	 -0.00000452156565276194, 	 -0.00000665792038564213, 	 -0.00000956120274670863, 	 -0.00001335432357383009, 	 -0.00002885065472063823, 	 -0.00000901684402958288
2.38750000000000017764, 	 0.09628409962376760500, 	 0.00268136993636911621, 	 0.00000003047699052822, 	 -0.00000458220214423433, 	 -0.00000674538277550986, 	 -0.00000968288442112508, 	 -0.00001351747603194629, 	 -0.00002914679320833024, 	 0.00001758564558247481
2.41250000000000008882, 	 0.09661303880236904451, 	 0.00336867416403455449, 	 0.00000181766832456078, 	 -0.00000464334977853319, 	 -0.00000683346571847392, 	 -0.00000980599891822116, 	 -0.00001368156930345564, 	 -0.00002944313538068058, 	 0.00006540644637796106
2.43750000000000000000, 	 0.09692381799373815665, 	 0.00416423968783141696, 	 0.00000465528026429369, 	 -0.00000470495510446624, 	 -0.00000692238760187215, 	 -0.00000993076163275950, 	 -0.00001384656992107423, 	 -0.00002973972412116225, 	 0.00015057461793887238
2.46250000000000035527, 	 0.09721872521963965952, 	 0.00506769634430392652, 	 0.00000908782626897508, 	 -0.00000476693799209803, 	 -0.00000701223994090558, 	 -0.00001005708151193002, 	 -0.00001401240336331441, 	 -0.00003003658979524388, 	 0.00030121547062262786
2.48750000000000026645, 	 0.09750050410658508970, 	 0.00607489469112229390, 	 0.00001589589473367832, 	 -0.00000482924926299933, 	 -0.00000710294215865665, 	 -0.00001018462104465772, 	 -0.00001417899919216068, 	 -0.00003033375105691177, 	 0.00056613672733170101
2.51250000000000017764, 	 0.09777160208288970811, 	 0.00717801461904378230, 	 0.00002617939884845113, 	 -0.00000489181780279354, 	 -0.00000719432025506464, 	 -0.00001031275772630838, 	 -0.00001434630980877948, 	 -0.00003063108308315641, 	 0.00102941940568729187
2.53750000000000008882, 	 0.09803350158874213349, 	 0.00836596692499719068, 	 0.00004146324630343824, 	 -0.00000495455902362532, 	 -0.00000728620682393181, 	 -0.00001044042726142566, 	 -0.00001451430806589819, 	 -0.00003092814335267564, 	 0.00183415888170597040
2.56250000000000000000, 	 0.09828629323350696056, 	 0.00962508885546098369, 	 0.00006381669691079441, 	 -0.00000501739291369376, 	 -0.00000737849791485967, 	 -0.00001056744835842802, 	 -0.00001468298725051707, 	 -0.00003122461826881393, 	 0.00321881960828961132
