0.00000000000000000000,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.49999999999999994449,	 0.00000000000000000000,	 0.78539816339744827900,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.60053839916654172537,	 0.10053839916654178088,	 1.13300398299686189141,	 56.58613874720837344512,	 49.94345968452354611600,	 12868.91509331734050647356,	 14116.08967594715431914665,	 0.00000000000000000000,	 0.00000000000000000000,	 -332.65789334262501597550,	 0.00000000000000000000,	 0.00000000000000000000,	 -16.63289466713125008823,	 0.04999999999999999584,	 0.25475237735715972054,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.60093742953507078841,	 0.10093742953507084392,	 1.13451014213145051635,	 56.96381922286742138795,	 50.21005728150404223697,	 12919.99098048906489566434,	 14180.51590659502289781813,	 0.00000000000000000000,	 0.00000000000000000000,	 -334.21154891516886209502,	 0.00000000000000000000,	 0.00000000000000000000,	 -16.71057744575844239421,	 0.04999999999999999584,	 0.25602719746251767496,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.60134112476322887364,	 0.10134112476322892915,	 1.13603492705442565835,	 57.34455425296206243502,	 50.47780916529406880500,	 12971.66396969329434796236,	 14245.66857875721689197235,	 0.00000000000000000000,	 0.00000000000000000000,	 -335.76821598668556134726,	 0.00000000000000000000,	 0.00000000000000000000,	 -16.78841079933427948845,	 0.05000000000000000278,	 0.25730608543701133373,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.60172433238466616068,	 0.10172433238466621619,	 1.13748327620183742326,	 57.70821910218621297872,	 50.73324620198314249819,	 13020.71454523726788465865,	 14307.64568033278555958532,	 0.00000000000000000000,	 0.00000000000000000000,	 -337.25241590895649324011,	 0.00000000000000000000,	 0.00000000000000000000,	 -16.86262079544782466201,	 0.05000000000000000278,	 0.25852579241884515726,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.60208668349825200661,	 0.10208668349825206212,	 1.13885364602409344670,	 58.05400476940583587293,	 50.97582553480945932733,	 13067.09548777625241200440,	 14366.36288225391763262451,	 0.00000000000000000000,	 0.00000000000000000000,	 -338.66103956080900161396,	 0.00000000000000000000,	 0.00000000000000000000,	 -16.93305197804045292287,	 0.05000000000000000971,	 0.25968374747656558510,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.60242980053560080123,	 0.10242980053560085674,	 1.14015203525225872205,	 58.38192802312602225356,	 51.20538859557358790653,	 13111.01446855690483062062,	 14422.01037916875429800712,	 0.00000000000000000000,	 0.00000000000000000000,	 -339.99240110664203484703,	 0.00000000000000000000,	 0.00000000000000000000,	 -16.99962005533210174235,	 0.05000000000000000278,	 0.26077890403534170760,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.60275480658792468525,	 0.10275480658792474076,	 1.14138257287764854908,	 58.69335995873148448254,	 51.42303847407977457351,	 13152.61524325435857463162,	 14474.77968620770298002753,	 0.00000000000000000000,	 0.00000000000000000000,	 -341.25344443240783220972,	 0.00000000000000000000,	 0.00000000000000000000,	 -17.06267222162039232103,	 0.05000000000000000278,	 0.26181673727219806347,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.60306322848232252198,	 0.10306322848232257750,	 1.14255093333020685265,	 58.98964948580182010573,	 51.62977663837180841711,	 13192.09324573728372342885,	 14524.91016360136563889682,	 0.00000000000000000000,	 0.00000000000000000000,	 -342.45017238609648302372,	 0.00000000000000000000,	 0.00000000000000000000,	 -17.12250861930482770390,	 0.05000000000000000971,	 0.26280210227697120562,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.60335670053080303621,	 0.10335670053080309172,	 1.14366321586764185803,	 59.27229174572119063669,	 51.82670118558825578248,	 13229.65766794278169982135,	 14572.66114583290982409380,	 0.00000000000000000000,	 0.00000000000000000000,	 -343.58913153690826902675,	 0.00000000000000000000,	 0.00000000000000000000,	 -17.17945657684541416188,	 0.05000000000000000278,	 0.26374030825483602003,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 72216.26669411279726773500,	 0.60363692212056030417,	 0.10363692212056035968,	 1.14472578315331796617,	 59.54285799386752842111,	 52.01495316183745387661,	 13265.52603143171108968090,	 14618.30370764578401576728,	 0.00000000000000000000,	 0.00000000000000000000,	 -344.67708157486669051650,	 0.00000000000000000000,	 0.00000000000000000000,	 -17.23385407874333452583,	 0.05000000000000000278,	 0.26463685505798789643,	 0.00000000000000000000,	 0.00000000000000000000
