0.00000000000000000000,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.49999999999999994449,	 0.00000000000000000000,	 0.78539816339744827900,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50943802840105412155,	 0.00943802840105417706,	 0.81532844578789964718,	 25.44178567451365324814,	 31.20433955904453426911,	 30201.69088337339053396136,	 30688.54628703146590851247,	 0.00000000000000000000,	 0.00000000000000000000,	 -245.00989576285789439680,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.25049478814289649620,	 0.05000000000000000971,	 0.03456283223780262648,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50939964957061933948,	 0.00939964957061939499,	 0.81520560386504159478,	 25.33830328266289555472,	 31.08210145088463605134,	 30078.87862598175706807524,	 30561.92714128330044331960,	 0.00000000000000000000,	 0.00000000000000000000,	 -244.06849495938377003768,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.20342474796918885716,	 0.05000000000000000278,	 0.03442873464058649607,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50935902723548731608,	 0.00935902723548737159,	 0.81507559107504023999,	 25.22795985732527768164,	 30.95168121039052877563,	 29948.88715355965177877806,	 30427.89043843447143444791,	 0.00000000000000000000,	 0.00000000000000000000,	 -243.06376881845986304143,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.15318844092299421789,	 0.05000000000000000278,	 0.03428563904507121035,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50931593506107941671,	 0.00931593506107947222,	 0.81493768483635387057,	 25.11012501767374516248,	 30.81232526719642805801,	 29810.99219545423329691403,	 30285.69188963998749386519,	 0.00000000000000000000,	 0.00000000000000000000,	 -241.98987815687544866705,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.09949390784377420971,	 0.05000000000000000971,	 0.03413271624560444695,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50927031889698803901,	 0.00927031889698809453,	 0.81479171388251769859,	 24.98469649861264585411,	 30.66390596875303131696,	 29665.02047036195290274918,	 30135.15803499221510719508,	 0.00000000000000000000,	 0.00000000000000000000,	 -240.84581277123692188979,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.04229063856184644976,	 0.05000000000000000278,	 0.03396982428334628656,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50922228853623419109,	 0.00922228853623424660,	 0.81463803167067472266,	 24.85202324554546748914,	 30.50682914297344794363,	 29511.32331594939387287013,	 29976.65662812867958564311,	 0.00000000000000000000,	 0.00000000000000000000,	 -239.63467294933781204236,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.98173364746689095739,	 0.05000000000000000278,	 0.03379740657672051368,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50917214333888705102,	 0.00917214333888710653,	 0.81447759810583697515,	 24.71299717711179155799,	 30.34214474969570574103,	 29350.85868443869912880473,	 29811.18155844444117974490,	 0.00000000000000000000,	 0.00000000000000000000,	 -238.36453071236493883589,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.91822653561824729707,	 0.05000000000000000278,	 0.03361661394977346479,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50912030731884094781,	 0.00912030731884100332,	 0.81431177156328771183,	 24.56887968336948802062,	 30.17134289512111422482,	 29184.98342029114064644091,	 29640.13838633862906135619,	 0.00000000000000000000,	 0.00000000000000000000,	 -237.04686268761264500426,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.85234313438063225021,	 0.05000000000000000278,	 0.03342908112790945324,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50906710149624889716,	 0.00906710149624895267,	 0.81414158049794471683,	 24.42061915914890235513,	 29.99554345843972313901,	 29014.72478799670352600515,	 29464.59110168027837062255,	 0.00000000000000000000,	 0.00000000000000000000,	 -235.69029206779919149994,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.78451460338995993027,	 0.05000000000000000278,	 0.03323603653804298869,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50901259552754030135,	 0.00901259552754035687,	 0.81396724906019324308,	 24.26842323129264045178,	 29.81498734661986205197,	 28840.30568812887577223592,	 29284.77242336842755321413,	 0.00000000000000000000,	 0.00000000000000000000,	 -234.29665677109332477812,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.71483283855466694945,	 0.05000000000000000278,	 0.03303774322882817305,	 0.00000000000000000000,	 0.00000000000000000000
5.71119999999999983231,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50895678373153674379,	 0.00895678373153679930,	 0.81378876041815262354,	 24.11229766677347186032,	 29.62967644623617502475,	 28661.70794091758943977766,	 29100.66680407191233825870,	 0.00000000000000000000,	 0.00000000000000000000,	 -232.86595163541559827536,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.64329758177077955850,	 0.04999999999999999584,	 0.03283420187639294469,	 0.00000000000000000000,	 0.00000000000000000000
5.71229999999999993321,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50889986631084782598,	 0.00889986631084788149,	 0.81360675609574228950,	 23.95286566624183777208,	 29.44034754724080826804,	 28479.57219471332064131275,	 28912.93922656448557972908,	 0.00000000000000000000,	 0.00000000000000000000,	 -231.40385365523326299808,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.57019268276166457099,	 0.05000000000000000278,	 0.03262622094310446696,	 0.00000000000000000000,	 0.00000000000000000000
5.71340000000000003411,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50884220620078046693,	 0.00884220620078052244,	 0.81342239763730805890,	 23.79122326805309484143,	 29.24830117434412812827,	 28295.05984249766333959997,	 28722.79140329023357480764,	 0.00000000000000000000,	 0.00000000000000000000,	 -229.92040218301582399363,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.49602010915079119968,	 0.05000000000000000278,	 0.03241522879270823665,	 0.00000000000000000000,	 0.00000000000000000000
5.71450000000000013500,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.50878445410616146560,	 0.00878445410616152111,	 0.81323776601346031701,	 23.62932911170321048644,	 29.05586791367988297452,	 28110.25313971680225222372,	 28532.37486982540940516628,	 0.00000000000000000000,	 0.00000000000000000000,	 -228.43361411052211451533,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.42168070552610537050,	 0.04999999999999999584,	 0.03220378694404552045,	 0.00000000000000000000,	 0.00000000000000000000
