0.00000000000000000000,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.39999999999999996669,	 0.00000000000000000000,	 0.50265482457436694297,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.44027315041398867868,	 0.04027315041398871198,	 0.60896772418666300641,	 13.73406151106947881146,	 22.55302040746524738779,	 199721.40071485831867903471,	 199975.72007960808696225286,	 0.00000000000000000000,	 0.00000000000000000000,	 -204.90025690877266129064,	 0.00000000000000000000,	 0.00000000000000000000,	 -10.24501284543863377507,	 0.05000000000000000278,	 0.02149678970348461657,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.44019353628453589122,	 0.04019353628453592453,	 0.60874750611673711376,	 13.68224634577738285657,	 22.47606143482679286194,	 199323.90959001047303900123,	 199576.49625882151303812861,	 0.00000000000000000000,	 0.00000000000000000000,	 -204.23799608269155214657,	 0.00000000000000000000,	 0.00000000000000000000,	 -10.21189980413457831787,	 0.05000000000000000278,	 0.02142537221912489687,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.44011397731327839278,	 0.04011397731327842608,	 0.60852748040213644476,	 13.63165545612232065764,	 22.40105154678313326144,	 198927.17456680364557541907,	 199178.07812200445914641023,	 0.00000000000000000000,	 0.00000000000000000000,	 -203.59318450672873268559,	 0.00000000000000000000,	 0.00000000000000000000,	 -10.17965922533643663428,	 0.05000000000000000278,	 0.02135579879262061720,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.44003449656002030510,	 0.04003449656002033841,	 0.60830771071630884705,	 13.58231085100193347159,	 22.32802677284522729906,	 198531.30459409422473981977,	 198780.57498387867235578597,	 0.00000000000000000000,	 0.00000000000000000000,	 -202.96614876692700590866,	 0.00000000000000000000,	 0.00000000000000000000,	 -10.14830743834635029543,	 0.05000000000000000278,	 0.02128810372872425027,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.43995511673425402588,	 0.03995511673425405919,	 0.60808825971836177882,	 13.53423501279617191528,	 22.25702403638675974662,	 198136.40587825028342194855,	 198384.09343772844295017421,	 0.00000000000000000000,	 0.00000000000000000000,	 -202.35722408775313851947,	 0.00000000000000000000,	 0.00000000000000000000,	 -10.11786120438765657070,	 0.04999999999999999584,	 0.02122232221143017378,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.43987586014894375364,	 0.03987586014894378694,	 0.60786918892632968436,	 13.48745075520111846856,	 22.18808092416034938310,	 197742.58170477251405827701,	 197988.73717232106719166040,	 0.00000000000000000000,	 0.00000000000000000000,	 -201.76675225275940306346,	 0.00000000000000000000,	 0.00000000000000000000,	 -10.08833761263797157426,	 0.05000000000000000971,	 0.02115849008504444573,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.43979674867698898000,	 0.03979674867698901330,	 0.60765055859801386795,	 13.44198107903010352970,	 22.12123545157889736856,	 197349.93227624677820131183,	 197594.60680519888410344720,	 0.00000000000000000000,	 0.00000000000000000000,	 -201.19507948273582087495,	 0.00000000000000000000,	 0.00000000000000000000,	 -10.05975397413679139902,	 0.05000000000000000278,	 0.02109664363100616571,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.43971780371063867721,	 0.03971780371063871051,	 0.60743242762013149871,	 13.39784902818220579945,	 22.05652582736459521584,	 196958.55457529536215588450,	 197201.79974108195165172219,	 0.00000000000000000000,	 0.00000000000000000000,	 -200.64255430402491242603,	 0.00000000000000000000,	 0.00000000000000000000,	 -10.03212771520124668712,	 0.05000000000000000278,	 0.02103681934389115341,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.43963904612551096829,	 0.03963904612551100159,	 0.60721485341032965799,	 13.35507756105880616815,	 21.99399024258390511477,	 196568.54232158526428975165,	 196810.41012498069903813303,	 0.00000000000000000000,	 0.00000000000000000000,	 -200.10952563394394587704,	 0.00000000000000000000,	 0.00000000000000000000,	 -10.00547628169719871494,	 0.05000000000000000971,	 0.02097905373042611293,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.43956049625874893394,	 0.03956049625874896725,	 0.60699789185836694472,	 13.31368951529440991521,	 21.93366681148365771037,	 196179.98635733610717579722,	 196420.52922723468509502709,	 0.00000000000000000000,	 0.00000000000000000000,	 -199.59634223883779213793,	 0.00000000000000000000,	 0.00000000000000000000,	 -9.97981711194188925163,	 0.04999999999999999584,	 0.02092338325285260717,	 0.00000000000000000000,	 0.00000000000000000000
