0.00000000000000000000,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 1.50000000000000000000,	 0.00000000000000000000,	 7.06858347057703451100,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43440268231815748479,	 0.93440268231815748479,	 18.61807212690846924374,	 3.75253532144592139019,	 0.20155337759286195976,	 708405.28500024625100195408,	 708405.30531212827190756798,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.33117508299971626373,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.01655875414998581388,	 0.05000000000000000278,	 0.00020976149768612472,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43428545132283113972,	 0.93428545132283113972,	 18.61627902785432553401,	 4.48341646473744503965,	 0.24083311482542785198,	 708414.06770137476269155741,	 708414.09670166939031332731,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.39573520795526279104,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.01978676039776314233,	 0.05000000000000000971,	 0.00025064690984171806,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43421709540067388033,	 0.93421709540067388033,	 18.61523353415290671364,	 6.77045897757009207396,	 0.36370529357842862339,	 708506.06005918921437114477,	 708506.12619995954446494579,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.59765465334317258161,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.02988273266715862908,	 0.05000000000000000278,	 0.00037853136580798236,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43419631871154518166,	 0.93419631871154518166,	 18.61491576358891464338,	 10.34557844358328182466,	 0.55576821163055734054,	 708600.33355312887579202652,	 708600.48799228144343942404,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.91326768898366161853,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.04566338444918308093,	 0.05000000000000000278,	 0.00057842599969687284,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43421771687106724968,	 0.93421771687106724968,	 18.61524303931824775304,	 14.83404831748771535160,	 0.79687642466745833847,	 708707.78035951347555965185,	 708708.09786553157027810812,	 0.00000000000000000000,	 0.00000000000000000000,	 -1.30945793245110353453,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.06547289662255517673,	 0.05000000000000000278,	 0.00082936016667821237,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43426359585615070813,	 0.93426359585615070813,	 18.61594474853690428517,	 19.60660550876426100331,	 1.05321571231592825413,	 708808.52010425773914903402,	 708809.07473592611495405436,	 0.00000000000000000000,	 0.00000000000000000000,	 -1.73065187206318737978,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.08653259360315937454,	 0.05000000000000000278,	 0.00109613849799027052,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43433438938673463170,	 0.93433438938673463170,	 18.61702754632399603452,	 24.26504295085554474554,	 1.30337901098753916607,	 708925.86869369808118790388,	 708926.71809212118387222290,	 0.00000000000000000000,	 0.00000000000000000000,	 -2.14165977635618220987,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.10708298881780911604,	 0.05000000000000000278,	 0.00135647723499451563,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43442977114224312629,	 0.93442977114224312629,	 18.61848647453497918036,	 28.68747149957474107396,	 1.54080577595882406428,	 709059.56269492174033075571,	 709060.74973614129703491926,	 0.00000000000000000000,	 0.00000000000000000000,	 -2.53169065581361563133,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.12658453279068077046,	 0.04999999999999999584,	 0.00160354508998737351,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43454122533717720600,	 0.93454122533717720600,	 18.62019131395758364533,	 32.91428843292135297816,	 1.76766650126999502746,	 709176.21293715061619877815,	 709177.77525958046317100525,	 0.00000000000000000000,	 0.00000000000000000000,	 -2.90431147005970702324,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.14521557350298536226,	 0.05000000000000000278,	 0.00183960113555432900,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43466289415565340093,	 0.93466289415565340093,	 18.62205248867395468437,	 37.02122576527170139116,	 1.98803143680258842529,	 709293.23661803442519158125,	 709295.21275253128260374069,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.26621224084008954236,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.16331061204200450487,	 0.05000000000000000971,	 0.00206888205641822791,	 0.00000000000000000000,	 0.00000000000000000000
5.71119999999999983231,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43479376520607493362,	 0.93479376520607493362,	 18.62405453427685131373,	 41.08056999814668586168,	 2.20578016041241120604,	 709417.26579244271852076054,	 709419.69852550071664154530,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.62376508751363468619,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.18118825437568175651,	 0.05000000000000000278,	 0.00229542464132585821,	 0.00000000000000000000,	 0.00000000000000000000
5.71229999999999993321,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43493442031061402275,	 0.93493442031061402275,	 18.62620637484713270737,	 45.13772451882259417744,	 2.42334502315923394633,	 709551.05019997607450932264,	 709553.98650052666198462248,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.98096146318404464637,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.19904807315920225452,	 0.05000000000000000278,	 0.00252175865703349470,	 0.00000000000000000000,	 0.00000000000000000000
5.71340000000000003411,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43508583631196495745,	 0.93508583631196495745,	 18.62852298210867729722,	 49.20842549377137231659,	 2.64156345304630102433,	 709695.66813013993669301271,	 709699.15705887821968644857,	 0.00000000000000000000,	 0.00000000000000000000,	 -4.33917098716660287749,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.21695854935833014387,	 0.05000000000000000278,	 0.00274875361668902238,	 0.00000000000000000000,	 0.00000000000000000000
5.71450000000000013500,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43524923684874838870,	 0.93524923684874838870,	 18.63102310981382103705,	 53.28199029352904148027,	 2.85985315886720981027,	 709853.06437817867845296860,	 709857.15375822386704385281,	 0.00000000000000000000,	 0.00000000000000000000,	 -4.69742992313658369596,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.23487149615682920145,	 0.05000000000000000278,	 0.00297580130815989835,	 0.00000000000000000000,	 0.00000000000000000000
5.71560000000000023590,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43542573251851734994,	 0.93542573251851734994,	 18.63372378949189567265,	 57.33971310954571976026,	 3.07720098018632581827,	 710022.67897731345146894455,	 710027.41356024972628802061,	 0.00000000000000000000,	 0.00000000000000000000,	 -5.05406662843155007891,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.25270333142157752615,	 0.05000000000000000278,	 0.00320184512211595844,	 0.00000000000000000000,	 0.00000000000000000000
5.71670000000000033680,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43561618156536408009,	 0.93561618156536408009,	 18.63663819878281913134,	 61.36227249442525533141,	 3.29256123555764990130,	 710205.19395029603037983179,	 710210.61443004093598574400,	 0.00000000000000000000,	 0.00000000000000000000,	 -5.40735648002064017703,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.27036782400103204216,	 0.05000000000000000278,	 0.00342579474765674187,	 0.00000000000000000000,	 0.00000000000000000000
5.71780000000000043769,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43582139418383514240,	 0.93582139418383514240,	 18.63977878757389206044,	 65.34162634196933083786,	 3.50549365883724828308,	 710400.75723644008394330740,	 710406.90147933620028197765,	 0.00000000000000000000,	 0.00000000000000000000,	 -5.75656929068368850011,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.28782846453418442501,	 0.05000000000000000278,	 0.00364718983926103036,	 0.00000000000000000000,	 0.00000000000000000000
5.71890000000000053859,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43604183556716247239,	 0.93604183556716247239,	 18.64315273326758060080,	 69.28753666167835945089,	 3.71651392084767584478,	 710608.50418651592917740345,	 710615.41042437788564711809,	 0.00000000000000000000,	 0.00000000000000000000,	 -6.10254531196487892686,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.30512726559824393524,	 0.04999999999999999584,	 0.00386656483093811157,	 0.00000000000000000000,	 0.00000000000000000000
5.72000000000000063949,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43627746127094368944,	 0.93627746127094368944,	 18.64675941880640408499,	 73.22250007520082704104,	 3.92682172975060916897,	 710827.02367057686205953360,	 710834.73363502544816583395,	 0.00000000000000000000,	 0.00000000000000000000,	 -6.44724879193700317614,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.32236243959685018101,	 0.05000000000000000278,	 0.00408516606495861953,	 0.00000000000000000000,	 0.00000000000000000000
5.72109999999999985221,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43652775761506878993,	 0.93652775761506878993,	 18.65059104762115893550,	 77.17117434756704597021,	 4.13773344504329010363,	 711054.83233675220981240273,	 711063.39275578327942639589,	 0.00000000000000000000,	 0.00000000000000000000,	 -6.79283612856256002743,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.33964180642812802358,	 0.05000000000000000278,	 0.00430436143663009887,	 0.00000000000000000000,	 0.00000000000000000000
5.72219999999999995310,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43679188271820512668,	 0.93679188271820512668,	 18.65463479903601395904,	 81.15122316924225742696,	 4.35019093343150231590,	 711290.60487535258289426565,	 711300.06695593125186860561,	 0.00000000000000000000,	 0.00000000000000000000,	 -7.14084935079302507432,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.35704246753965129813,	 0.05000000000000000278,	 0.00452512940286780782,	 0.00000000000000000000,	 0.00000000000000000000
5.72330000000000005400,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43706880744942244732,	 0.93706880744942244732,	 18.65887498327219162775,	 85.16939562430282251171,	 4.56455149094775336494,	 711533.20533122296910732985,	 711543.62289637967478483915,	 0.00000000000000000000,	 0.00000000000000000000,	 -7.49187134478144312055,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.37459356723907216713,	 0.05000000000000000278,	 0.00474784047834999820,	 0.00000000000000000000,	 0.00000000000000000000
5.72440000000000015490,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43735741724963350663,	 0.93735741724963350663,	 18.66329459837029602909,	 89.22270012072679890025,	 4.78065111443495283083,	 711781.65687008202075958252,	 711793.08418262097984552383,	 0.00000000000000000000,	 0.00000000000000000000,	 -7.84562999353544654468,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.39228149967677233834,	 0.05000000000000000278,	 0.00497232313997459600,	 0.00000000000000000000,	 0.00000000000000000000
5.72550000000000025580,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43765658222861070215,	 0.93765658222861070215,	 18.66787640221607347257,	 93.30229662784651623042,	 4.99801341178638569573,	 712035.13351409963797777891,	 712047.62358313181903213263,	 0.00000000000000000000,	 0.00000000000000000000,	 -8.20134131808999455870,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.41006706590449976124,	 0.05000000000000000278,	 0.00519808120624463878,	 0.00000000000000000000,	 0.00000000000000000000
5.72660000000000035669,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43796521236427299328,	 0.93796521236427299328,	 18.67260375716551124015,	 97.39761892289337197326,	 5.21607056999308760226,	 712292.97495560185052454472,	 712306.57865169737488031387,	 0.00000000000000000000,	 0.00000000000000000000,	 -8.55807218829785121272,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.42790360941489258284,	 0.05000000000000000278,	 0.00542452368860084529,	 0.00000000000000000000,	 0.00000000000000000000
5.72770000000000045759,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43828230300795922858,	 0.93828230300795922858,	 18.67746132688148463785,	 101.49927236622097836971,	 5.43431843278071369241,	 712554.69176672247704118490,	 712569.45767513685859739780,	 0.00000000000000000000,	 0.00000000000000000000,	 -8.91499466829862718953,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.44574973341493140389,	 0.05000000000000000278,	 0.00565112603732636967,	 0.00000000000000000000,	 0.00000000000000000000
5.72880000000000055849,	 2.00000000000000000000,	 1.50000000000000000000,	 7.06858347057703451100, 427948.24707622401183471084,	 2.43860696585166225603,	 0.93860696585166225603,	 18.68243555107991582531,	 105.60036118150047457220,	 5.65238728605684226380,	 712819.94235582964029163122,	 712835.91709684545639902353,	 0.00000000000000000000,	 0.00000000000000000000,	 -9.27150191106387389084,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.46357509555319370564,	 0.05000000000000000278,	 0.00587750367855366038,	 0.00000000000000000000,	 0.00000000000000000000
