0.00000000000000000000,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 722162.66694112797267735004,	 0.49999999999999994449,	 0.00000000000000000000,	 0.78539816339744827900,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 722162.66694112797267735004,	 0.73963351475698058124,	 0.23963351475698063675,	 1.71863256498384742166,	 19.17237314627223909724,	 11.15559750053521881341,	 306730.89888893521856516600,	 306793.12256673217052593827,	 0.00000000000000000000,	 0.00000000000000000000,	 -60.33040568314744689360,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.01652028415737261113,	 0.05000000000000000278,	 0.01621416388490028171,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 722162.66694112797267735004,	 0.73952316364550751970,	 0.23952316364550757521,	 1.71811977354823874897,	 19.66075536777448817816,	 11.44318089487518719238,	 306589.64946624962612986565,	 306655.12266074604121968150,	 0.00000000000000000000,	 0.00000000000000000000,	 -61.89491530442720090832,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.09474576522136013423,	 0.05000000000000000278,	 0.01663339440681873421,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 722162.66694112797267735004,	 0.73941146453588635357,	 0.23941146453588640908,	 1.71760079600991510951,	 20.11210663025477529686,	 11.70941855463525094194,	 306446.67460593453142791986,	 306515.22984737833030521870,	 0.00000000000000000000,	 0.00000000000000000000,	 -63.34453340933801257506,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.16722667046690098402,	 0.05000000000000000278,	 0.01702167339514830749,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 722162.66694112797267735004,	 0.73929963118977382042,	 0.23929963118977387593,	 1.71708127331537596660,	 20.52449888436555625049,	 11.95313186587634923796,	 306303.52792291057994589210,	 306374.96660361211979761720,	 0.00000000000000000000,	 0.00000000000000000000,	 -64.67273274106665326144,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.23363663705333292953,	 0.05000000000000000278,	 0.01737726719224075636,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 722162.66694112797267735004,	 0.73918900291523204071,	 0.23918900291523209622,	 1.71656742610666435134,	 20.89677520109418651373,	 12.17358251314952966027,	 306161.92373149696504697204,	 306236.02178709919098764658,	 0.00000000000000000000,	 0.00000000000000000000,	 -65.87534427670892966944,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.29376721383544701638,	 0.05000000000000000971,	 0.01769907901839732137,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 722162.66694112797267735004,	 0.73908074431076997701,	 0.23908074431077003252,	 1.71606466000733970390,	 21.22706775159547021303,	 12.36962000692018293080,	 306023.35271778551395982504,	 306099.85646734334295615554,	 0.00000000000000000000,	 0.00000000000000000000,	 -66.94597364165117880930,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.34729868208255876283,	 0.04999999999999999584,	 0.01798541352280064870,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 722162.66694112797267735004,	 0.73897570406490165063,	 0.23897570406490170614,	 1.71557691074323082070,	 21.51263933969386599188,	 12.53959481791699559494,	 305888.90120307402685284615,	 305967.52192217280389741063,	 0.00000000000000000000,	 0.00000000000000000000,	 -67.87554583426839371896,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.39377729171342013004,	 0.05000000000000000971,	 0.01823385247544685034,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 722162.66694112797267735004,	 0.73887482155700445752,	 0.23887482155700451303,	 1.71510853299628363011,	 21.74891728549094693790,	 12.68078192550049720921,	 305759.77159296575700864196,	 305840.17270808678586035967,	 0.00000000000000000000,	 0.00000000000000000000,	 -68.64914897913959634934,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.43245744895697990628,	 0.05000000000000000278,	 0.01844041171474335508,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 722162.66694112797267735004,	 0.73877870685196100897,	 0.23877870685196106448,	 1.71466235070913519678,	 21.93200336152563423298,	 12.79085841737598450152,	 305636.74477051006397232413,	 305718.54780003672931343317,	 0.00000000000000000000,	 0.00000000000000000000,	 -69.25407188238878575248,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.46270359411943928762,	 0.05000000000000000278,	 0.01860169502813367390,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 722162.66694112797267735004,	 0.73868687102764563068,	 0.23868687102764568619,	 1.71423608600567622950,	 22.06236923882021017107,	 12.87008797617107092037,	 305519.19491538638249039650,	 305602.01449764356948435307,	 0.00000000000000000000,	 0.00000000000000000000,	 -69.69171095875292110122,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.48458554793764641033,	 0.05000000000000000278,	 0.01871808169976706474,	 0.00000000000000000000,	 0.00000000000000000000
