0.00000000000000000000,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.49999999999999994449,	 0.00000000000000000000,	 0.78539816339744827900,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53219663736247801999,	 0.03219663736247807551,	 0.88980353144417079214,	 36.66878976426730218918,	 41.20998452855435090214,	 102507.35786732715496327728,	 103356.48927974900288973004,	 0.00000000000000000000,	 0.00000000000000000000,	 -309.73502375202946268473,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.48675118760147384478,	 0.05000000000000000278,	 0.04465873293792280846,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53213255741746401384,	 0.03213255741746406935,	 0.88958926805104787672,	 36.57348543102780524805,	 41.11277726085279482504,	 102295.74867673002881929278,	 103140.87890378027805127203,	 0.00000000000000000000,	 0.00000000000000000000,	 -309.04162271431448516523,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.45208113571572461353,	 0.05000000000000000278,	 0.04455607316732007606,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53206767978503277661,	 0.03206767978503283212,	 0.88937236372347505675,	 36.47573483525412996187,	 41.01289439953321647181,	 102081.49506116613338235766,	 102922.52381467976374551654,	 0.00000000000000000000,	 0.00000000000000000000,	 -308.32840225215966256656,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.41642011260798383887,	 0.05000000000000000278,	 0.04445053465993235170,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53200199518834656587,	 0.03200199518834662138,	 0.88915278842757516919,	 36.37550264205693650865,	 40.91029473841643948617,	 101864.59172475729428697377,	 102701.41783254934125579894,	 0.00000000000000000000,	 0.00000000000000000000,	 -307.59504745039782847016,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.37975237251989213405,	 0.05000000000000000278,	 0.04434207238065673157,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53193549731634481859,	 0.03193549731634487410,	 0.88893052206933331760,	 36.27275965724938089352,	 40.80494341988657680531,	 101645.04261902783764526248,	 102477.56432277790736407042,	 0.00000000000000000000,	 0.00000000000000000000,	 -306.84128903410754674042,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.34206445170537769229,	 0.05000000000000000278,	 0.04423064802459133332,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53186818278775382929,	 0.03186818278775388480,	 0.88870555436852427533,	 36.16748296469888401816,	 40.69681210713027752490,	 101422.86074427077255677432,	 102250.97600211230746936053,	 0.00000000000000000000,	 0.00000000000000000000,	 -306.06690472681015080525,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.30334523634050825081,	 0.05000000000000000278,	 0.04411623020831934028,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53180005110074402008,	 0.03180005110074407559,	 0.88847788468454924615,	 36.05965603727369739318,	 40.58587912976195610781,	 101198.06786040173028595746,	 102021.67465276955044828355,	 0.00000000000000000000,	 0.00000000000000000000,	 -305.27172042015001807158,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.26358602100750161412,	 0.05000000000000000278,	 0.04399879463318195211,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53173110456926275802,	 0.03173110456926281353,	 0.88824752179766297555,	 35.94926882155635183835,	 40.47212960279484406101,	 100970.69419049505086150020,	 101789.69082778776646591723,	 0.00000000000000000000,	 0.00000000000000000000,	 -304.45561115391160456056,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.22278055769558058330,	 0.05000000000000000278,	 0.04387832422043518033,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53166134824942168358,	 0.03166134824942173909,	 0.88801448365692325915,	 35.83631779845664055983,	 40.35555552076073126955,	 100740.77810995944309979677,	 101555.06354065403866115957,	 0.00000000000000000000,	 0.00000000000000000000,	 -303.61850191771674190022,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.18092509588583993718,	 0.05000000000000000971,	 0.04375480922008498363,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53159078985768415393,	 0.03159078985768420944,	 0.88777879710073193120,	 35.72080602819102068679,	 40.23615583616822277691,	 100508.36582877286127768457,	 101317.83994700906623620540,	 0.00000000000000000000,	 0.00000000000000000000,	 -302.76036834227409144660,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.13801841711370599342,	 0.05000000000000000278,	 0.04362824730327286710,	 0.00000000000000000000,	 0.00000000000000000000
