0, 	400.00000000000000000000, 	0.52000000000000001776, 	20.00000000000000000000, 	2000.00000000000000000000, 	0.00010000000000000000, 	175733.41576880254433490336, 	 75.41816988640842112090
1, 	400.00000000000000000000 , 	 0.52000000000000001776, 	148.08430446880029762724, 	2375.47374500978185096756, 	19937.37922325054751127027, 	 75.41816988640842112090
