0, 	 400, 	 0.52, 	 20.00000000000000000000, 	 3000.00000000000000000000, 	 0.00010000000000000000, 	 200805.92573984694899991155
1, 	 400, 	 0.52, 	 12.60490380849943825581, 	 4119.02372131807442201534, 	 0.00071525188671172583, 	 5562.89609437218859966379
