0, 	400.00000000000000000000, 	0.52000000000000001776, 	100.00000000000000000000, 	400.00000000000000000000, 	0.00001000000000000000, 	140522.94285258802119642496, 	 81.98326708636413684417
1, 	400.00000000000000000000 , 	 0.52000000000000001776, 	13.94909643339335048040, 	1831.49333208114626359020, 	1354.22495335214648548572, 	 81.98326708636413684417
