0, 	 400, 	 0.52, 	 20.00000000000000000000, 	 3000.00000000000000000000, 	 0.00010000000000000000, 	 198595.61489415873074904084
1, 	 400, 	 0.52, 	 22.30302296673945150474, 	 3007.48113376025776233291, 	 0.00066854129680057179, 	 6018.76318656161765829893
