0, 	 40, 	 0.52, 	 20.00000000000000000000, 	 3000.00000000000000000000, 	 0.00010000000000000000, 	 20561.10395918664653436281
1, 	 40, 	 0.52, 	 0.00000002137107173041, 	 8205.61370554216046002693, 	 0.00006265805063893027, 	 11666.34830332969977462199
