0, 	400.00000000000000000000, 	0.52000000000000001776, 	10.00000000000000000000, 	90.00000000000000000000, 	0.00150000000000000003, 	76103.21174443227937445045, 	 75.33296615596584899777
1, 	400.00000000000000000000 , 	 0.52000000000000001776, 	52.57190942586282744742, 	910.92132681659745685465, 	3438.49976581358532712329, 	 75.33296615596584899777
