0.00000000000000000000,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.49999999999999994449,	 0.00000000000000000000,	 0.78539816339744827900,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53255227369129087833,	 0.03255227369129093384,	 0.89099313758042486544,	 37.48691039723846074594,	 42.07317521999964071711,	 104167.27581213085795752704,	 105052.35184867725183721632,	 0.00000000000000000000,	 0.00000000000000000000,	 -316.01160898911905405839,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.80058044945595518982,	 0.05000000000000000971,	 0.04557893530142451133,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53248814030848679035,	 0.03248814030848684586,	 0.89077855221082857806,	 37.40746205209072883235,	 41.99412071524277934031,	 103962.04898715764284133911,	 104843.80207448083092458546,	 0.00000000000000000000,	 0.00000000000000000000,	 -315.45581984916543660802,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.77279099245827254094,	 0.05000000000000000278,	 0.04549603310157884772,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53242032280685636092,	 0.03242032280685641643,	 0.89055166817559072712,	 37.31564279459675503858,	 41.90171567590528667324,	 103745.03298194054514169693,	 104622.90987023274647071958,	 0.00000000000000000000,	 0.00000000000000000000,	 -314.80177507127791614039,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.74008875356389580702,	 0.05000000000000000278,	 0.04539881343663305924,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53234870928791411249,	 0.03234870928791416800,	 0.89031211590103431774,	 37.21212310226098196608,	 41.79671649711372083402,	 103515.86972132515802513808,	 104389.35247629520017653704,	 0.00000000000000000000,	 0.00000000000000000000,	 -314.05517299382415785658,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.70275864969120860337,	 0.05000000000000000278,	 0.04528809692898564526,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53227416199137644881,	 0.03227416199137650432,	 0.89006278416384720931,	 37.10037951397644917506,	 41.68287920141465718871,	 103277.31837240465392824262,	 104146.04958166451251599938,	 0.00000000000000000000,	 0.00000000000000000000,	 -313.24367912557039517196,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.66218395627852189023,	 0.05000000000000000971,	 0.04516791317821384349,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53219711759669741102,	 0.03219711759669746654,	 0.88980513729534338463,	 36.98269912568898831751,	 41.56269454467503265960,	 103030.77630943176336586475,	 103894.50509833874821197242,	 0.00000000000000000000,	 0.00000000000000000000,	 -312.38571702428140497432,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.61928585121407131453,	 0.05000000000000000278,	 0.04504093994772891130,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53211730296337733659,	 0.03211730296337739210,	 0.88953826570604810353,	 36.85929260369990601021,	 41.43643283793282705574,	 102775.36948280750948470086,	 103633.85846597376803401858,	 0.00000000000000000000,	 0.00000000000000000000,	 -311.48344627902213233028,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.57417231395110768233,	 0.05000000000000000278,	 0.04490747937055655781,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53203486089401053061,	 0.03203486089401058612,	 0.88926265093466472234,	 36.73171814505613497204,	 41.30581454922125317353,	 102511.55486083359573967755,	 103364.64001862092118244618,	 0.00000000000000000000,	 0.00000000000000000000,	 -310.54968450610613217577,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.52748422530530625352,	 0.04999999999999999584,	 0.04476938769357428211,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53195063984406398827,	 0.03195063984406404378,	 0.88898113289237457035,	 36.60353947404945529343,	 41.17470902330263982094,	 102242.04750100470846518874,	 103089.72583258153463248163,	 0.00000000000000000000,	 0.00000000000000000000,	 -309.61300496130689907659,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.48065024806534495383,	 0.05000000000000000278,	 0.04463082137994747040,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 36.25000000000000000000,	 0.49999999999999994449,	 0.78539816339744827900, 1805406.66735282004810869694,	 0.53186480741803310313,	 0.03186480741803315864,	 0.88869427450483795550,	 36.47592000735125594701,	 41.04439631691661816149,	 101967.38373770579346455634,	 102809.70497221585537772626,	 0.00000000000000000000,	 0.00000000000000000000,	 -308.68292652163916045538,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.43414632608195979913,	 0.05000000000000000278,	 0.04449316024054254110,	 0.00000000000000000000,	 0.00000000000000000000
