x [cm], 	 0.69214285714285717077, 	 48.45000000000000284217, 	 96.20785714285715073402
0.00000000000000000000, 	 0.00000000000000000000, 	 0.00000000000000000000, 	 0.00000000000000000000
5.70020000000000059970, 	 -1.10899544885254819349, 	 0.81638745606583784653, 	 3.06288750369756179737
5.70130000000000070060, 	 -1.11395969702789021660, 	 0.81025984015943453009, 	 3.04630604415396710749
5.70239999999999991331, 	 -1.11758855686280922370, 	 0.80485503303539218667, 	 3.02989102531004972363
5.70350000000000001421, 	 -1.11991206403889065335, 	 0.80014860724477099296, 	 3.01364278431350429699
5.70460000000000011511, 	 -1.12095991359851998581, 	 0.79611676848753087921, 	 2.99756158956734219956
5.70570000000000021600, 	 -1.12076146169051593660, 	 0.79273664839544788485, 	 2.98164766408799142283
5.70680000000000031690, 	 -1.11934576408025510119, 	 0.78998617244628366318, 	 2.96590119547725006299
5.70790000000000041780, 	 -1.11674166329197555037, 	 0.78784354032082282160, 	 2.95032233366101159788
5.70900000000000051870, 	 -1.11297778334353503205, 	 0.78628766814823236597, 	 2.93491118913023640857
5.71010000000000061959, 	 -1.10808240959533454983, 	 0.78529816452958678408, 	 2.91966783359795423181
5.71119999999999983231, 	 -1.10208351922378033905, 	 0.78485534237050003092, 	 2.90459230242584309778
5.71229999999999993321, 	 -1.09500890820720719887, 	 0.78494022807761199001, 	 2.88968459819158729474
5.71340000000000003411, 	 -1.08688617845349133617, 	 0.78553456636368501620, 	 2.87494469496573312739
5.71450000000000013500, 	 -1.07774259659376214771, 	 0.78662082212082717891, 	 2.86037254298619458837
5.71560000000000023590, 	 -1.06760473558097457314, 	 0.78818218100756953781, 	 2.84596807349559233202
5.71670000000000033680, 	 -1.05649645681625314886, 	 0.79020329075531958729, 	 2.83173120356225460625
5.71780000000000043769, 	 -1.04444032958291899149, 	 0.79266726836770884379, 	 2.81766184076002712544
5.71890000000000053859, 	 -1.03145849507770170916, 	 0.79555955433249847530, 	 2.80375988830005962171
