0.00000000000000000000,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.39999999999999996669,	 0.00000000000000000000,	 0.50265482457436694297,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40571757641903494207,	 0.00571757641903497538,	 0.51712736223433630744,	 13.37746055598707428658,	 25.86879274418489771392,	 28587.88209517481300281361,	 28922.47931419561064103618,	 0.00000000000000000000,	 0.00000000000000000000,	 -255.04236688495819862510,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.75211834424791135234,	 0.05000000000000000278,	 0.02568586796262363123,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40569151697686334224,	 0.00569151697686337554,	 0.51706093367127659022,	 13.31614572444354571701,	 25.75353281845372421799,	 28457.58488431671503349207,	 28789.20711063230191939510,	 0.00000000000000000000,	 0.00000000000000000000,	 -253.92232019406455378885,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.69611600970322839999,	 0.05000000000000000278,	 0.02557224434119101386,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40566576555333777598,	 0.00566576555333780929,	 0.51699529447526082482,	 13.25559638094877001890,	 25.63968477586032435056,	 28328.82776668895894545130,	 28657.52448439170257188380,	 0.00000000000000000000,	 0.00000000000000000000,	 -252.81585929132745604875,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.64079296456637457879,	 0.05000000000000000971,	 0.02546000577094965564,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40564014531054121138,	 0.00564014531054124468,	 0.51692999378772064301,	 13.19533814898057677567,	 25.52635425987545758630,	 28200.72655270586983533576,	 28526.52393360620044404641,	 0.00000000000000000000,	 0.00000000000000000000,	 -251.71427981156594455570,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.58571399057829864887,	 0.05000000000000000278,	 0.02534826991875274022,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40561455373131743984,	 0.00561455373131747315,	 0.51686477027502975012,	 13.13509937855200071510,	 25.41302896609235162373,	 28072.76865658721726504155,	 28395.67967720294109312817,	 0.00000000000000000000,	 0.00000000000000000000,	 -250.61259496054634610118,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.53062974802731766033,	 0.05000000000000000278,	 0.02523653132861157500,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40558877513366348166,	 0.00558877513366351497,	 0.51679907428147742188,	 13.07430600592717162556,	 25.29862504901891639975,	 27943.87566831756339524873,	 28263.88588300298579270020,	 0.00000000000000000000,	 0.00000000000000000000,	 -249.50024852814667042367,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.47501242640733565281,	 0.05000000000000000971,	 0.02512372033985137837,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40556243876714592744,	 0.00556243876714596075,	 0.51673196114237085474,	 13.01197509918845085508,	 25.18128561357436367985,	 27812.19383572962033213116,	 28129.24240830582493799739,	 0.00000000000000000000,	 0.00000000000000000000,	 -248.35914972917132104158,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.41795748645856711789,	 0.05000000000000000278,	 0.02500800408684136084,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40553515573993531573,	 0.00553515573993534904,	 0.51666244021731666525,	 12.94708746576952407281,	 25.05908395493925766573,	 27675.77869967672086204402,	 27989.75754400706864544190,	 0.00000000000000000000,	 0.00000000000000000000,	 -247.17052122612361131360,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.35852606130618092095,	 0.05000000000000000278,	 0.02488748047230078531,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40550667703869686109,	 0.00550667703869689440,	 0.51658987753846141722,	 12.87901173141641919528,	 24.93082480203562312226,	 27533.38519348443151102401,	 27844.15820613932737614959,	 0.00000000000000000000,	 0.00000000000000000000,	 -245.92270572803917616511,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.29613528640195951880,	 0.05000000000000000278,	 0.02476096906695759645,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40547696404056488007,	 0.00547696404056491337,	 0.51651417534868226955,	 12.80767790298212283062,	 24.79637251840390987923,	 27384.82020282447774661705,	 27692.25024786020730971359,	 0.00000000000000000000,	 0.00000000000000000000,	 -244.61436498200887967869,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.23071824910044469448,	 0.05000000000000000278,	 0.02462833513952315811,	 0.00000000000000000000,	 0.00000000000000000000
5.71119999999999983231,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40544608827214917435,	 0.00544608827214920765,	 0.51643551655279518187,	 12.73329635566368267519,	 24.65612055626688814414,	 27230.44136074570633354597,	 27534.40350118828791892156,	 0.00000000000000000000,	 0.00000000000000000000,	 -243.24931249273140565492,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.16246562463657099329,	 0.05000000000000000278,	 0.02448996605561106626,	 0.00000000000000000000,	 0.00000000000000000000
5.71229999999999993321,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40541405934508717435,	 0.00541405934508720765,	 0.51635392631116971973,	 12.65589416419225621269,	 24.51011509606581384446,	 27070.29672543586275423877,	 27370.66959644706003018655,	 0.00000000000000000000,	 0.00000000000000000000,	 -241.82797346159995299786,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.09139867307999871571,	 0.05000000000000000278,	 0.02434590615071077074,	 0.00000000000000000000,	 0.00000000000000000000
5.71340000000000003411,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40538077255474019855,	 0.00538077255474023186,	 0.51626913862861478766,	 12.57518700395918287427,	 24.35781274349097813570,	 26903.86277370097013772465,	 27200.51429452445518109016,	 0.00000000000000000000,	 0.00000000000000000000,	 -240.34502268063880592308,	 0.00000000000000000000,	 0.00000000000000000000,	 -12.01725113403194100670,	 0.05000000000000000278,	 0.02419561748805988330,	 0.00000000000000000000,	 0.00000000000000000000
5.71450000000000013500,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40534611261626679601,	 0.00534611261626682932,	 0.51618086067942603457,	 12.49086340573200004656,	 24.19861788228805821177,	 26730.56308133379206992686,	 27023.34963504028928582557,	 0.00000000000000000000,	 0.00000000000000000000,	 -238.79462147645082836789,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.93973107382254283948,	 0.05000000000000000278,	 0.02403851034788605928,	 0.00000000000000000000,	 0.00000000000000000000
5.71560000000000023590,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40531006899612337380,	 0.00531006899612340710,	 0.51608906653558961342,	 12.40287398402058016700,	 24.03242926124898914964,	 26550.34498061689737369306,	 26839.12380871536515769549,	 0.00000000000000000000,	 0.00000000000000000000,	 -237.17574370429815644457,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.85878718521490782223,	 0.05000000000000000278,	 0.02387448278614149808,	 0.00000000000000000000,	 0.00000000000000000000
5.71670000000000033680,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40527273396714191822,	 0.00527273396714195153,	 0.51599399210103991109,	 12.31141854146286895855,	 23.85961606128951828509,	 26363.66983570950469584204,	 26648.31047500557542662136,	 0.00000000000000000000,	 0.00000000000000000000,	 -235.49194467372163330765,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.77459723368608202065,	 0.05000000000000000278,	 0.02370389711722828072,	 0.00000000000000000000,	 0.00000000000000000000
5.71780000000000043769,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40523421403731169077,	 0.00523421403731172408,	 0.51589590947112740071,	 12.21675563214603599249,	 23.68066000885738375814,	 26171.07018655841602594592,	 26451.45701578596344916150,	 0.00000000000000000000,	 0.00000000000000000000,	 -233.74788395016420849970,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.68739419750821006971,	 0.04999999999999999584,	 0.02352722713711433156,	 0.00000000000000000000,	 0.00000000000000000000
5.71890000000000053859,	 34.54999999999999715783,	 0.39999999999999996669,	 0.50265482457436694297, 2820947.91773878084495663643,	 0.40519458402286584464,	 0.00519458402286587795,	 0.51579500998176663895,	 12.11912266615004085679,	 23.49600603266489784460,	 25972.92011432925573899411,	 26248.95126407276984537020,	 0.00000000000000000000,	 0.00000000000000000000,	 -231.94787846758563887306,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.59739392337928265420,	 0.05000000000000000278,	 0.02334491111942433098,	 0.00000000000000000000,	 0.00000000000000000000
