0.00000000000000000000,	 48.45000000000000284217,	 0.49999999999999994449,	 0.78539816339744827900, 6018022.22450940031558275223,	 0.49999999999999994449,	 0.00000000000000000000,	 0.78539816339744827900,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000,	 0.04000000000000000083,	 0.00000000000000000000,	 0.00000000000000000000,	 0.00000000000000000000
5.70020000000000059970,	 48.45000000000000284217,	 0.49999999999999994449,	 0.78539816339744827900, 6018022.22450940031558275223,	 0.50887445750743942607,	 0.00887445750743948159,	 0.81352551316603605169,	 1.75105907724500919898,	 2.15243289719375718860,	 94660.88007935465429909527,	 94663.19656304312229622155,	 0.00000000000000000000,	 0.00000000000000000000,	 -16.91916633219728893778,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.84595831660986442468,	 0.04999999999999999584,	 0.00130654668054010453,	 0.00000000000000000000,	 0.00000000000000000000
5.70130000000000070060,	 48.45000000000000284217,	 0.49999999999999994449,	 0.78539816339744827900, 6018022.22450940031558275223,	 0.50882740062472986420,	 0.00882740062472991971,	 0.81337506268036119383,	 1.55880713505626955495,	 1.91646782226079515077,	 94158.93999711881042458117,	 94160.77642157569061964750,	 0.00000000000000000000,	 0.00000000000000000000,	 -15.06575958690736882772,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.75328797934536850800,	 0.05000000000000000278,	 0.00116336748814779064,	 0.00000000000000000000,	 0.00000000000000000000
5.70239999999999991331,	 48.45000000000000284217,	 0.49999999999999994449,	 0.78539816339744827900, 6018022.22450940031558275223,	 0.50877856763923701156,	 0.00877856763923706707,	 0.81321894834133934271,	 1.37481848811180196179,	 1.69058835989485278795,	 93638.05481852823868393898,	 93639.48386302954168058932,	 0.00000000000000000000,	 0.00000000000000000000,	 -13.29134886903183776496,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.66456744345159191045,	 0.05000000000000000278,	 0.00102629947395865926,	 0.00000000000000000000,	 0.00000000000000000000
5.70350000000000001421,	 48.45000000000000284217,	 0.49999999999999994449,	 0.78539816339744827900, 6018022.22450940031558275223,	 0.50872817951747550946,	 0.00872817951747556497,	 0.81305787808843743569,	 1.19830894752455474617,	 1.47382982173651977398,	 93100.58151973977510351688,	 93101.66760691149102058262,	 0.00000000000000000000,	 0.00000000000000000000,	 -11.58834820696927003780,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.57941741034846350189,	 0.05000000000000000278,	 0.00089475694601500854,	 0.00000000000000000000,	 0.00000000000000000000
5.70460000000000011511,	 48.45000000000000284217,	 0.49999999999999994449,	 0.78539816339744827900, 6018022.22450940031558275223,	 0.50867646246645614738,	 0.00867646246645620289,	 0.81289257638069667422,	 1.02836133881422830960,	 1.26506425165411107159,	 92548.93297553170123137534,	 92549.73316931210865732282,	 0.00000000000000000000,	 0.00000000000000000000,	 -9.94788904145556962533,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.49739445207277854788,	 0.05000000000000000971,	 0.00076805513735690484,	 0.00000000000000000000,	 0.00000000000000000000
5.70570000000000021600,	 48.45000000000000284217,	 0.49999999999999994449,	 0.78539816339744827900, 6018022.22450940031558275223,	 0.50862360601610523414,	 0.00862360601610528965,	 0.81272365020876302655,	 0.86414771955970137718,	 1.06327374543330832601,	 91985.13083845619985368103,	 91985.69611398506094701588,	 0.00000000000000000000,	 0.00000000000000000000,	 -8.36196930584177700041,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.41809846529208882782,	 0.04999999999999999584,	 0.00064557613887061968,	 0.00000000000000000000,	 0.00000000000000000000
5.70680000000000031690,	 48.45000000000000284217,	 0.49999999999999994449,	 0.78539816339744827900, 6018022.22450940031558275223,	 0.50856973749508349592,	 0.00856973749508355143,	 0.81255150757862004696,	 0.70506863149531107116,	 0.86772176892071151144,	 91410.53328088992566335946,	 91410.90975142405659426004,	 0.00000000000000000000,	 0.00000000000000000000,	 -6.82480065129003232727,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.34124003256450163857,	 0.05000000000000000278,	 0.00052687291341529041,	 0.00000000000000000000,	 0.00000000000000000000
5.70790000000000041780,	 48.45000000000000284217,	 0.49999999999999994449,	 0.78539816339744827900, 6018022.22450940031558275223,	 0.50851493087127352943,	 0.00851493087127358494,	 0.81237638585220983689,	 0.55071396497925650948,	 0.67790493984083410872,	 90825.92929358474793843925,	 90826.15907113847788423300,	 0.00000000000000000000,	 0.00000000000000000000,	 -5.33242899027041783455,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.26662144951352090283,	 0.05000000000000000278,	 0.00041164001000503235,	 0.00000000000000000000,	 0.00000000000000000000
5.70900000000000051870,	 48.45000000000000284217,	 0.49999999999999994449,	 0.78539816339744827900, 6018022.22450940031558275223,	 0.50845922949192057239,	 0.00845922949192062790,	 0.81219842448199375262,	 0.40071840349150222860,	 0.49337500715674692531,	 90231.78124715267040301114,	 90231.90295660150877665728,	 0.00000000000000000000,	 0.00000000000000000000,	 -3.88133386938223834406,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.19406669346911192831,	 0.05000000000000000278,	 0.00029960545349135204,	 0.00000000000000000000,	 0.00000000000000000000
5.71010000000000061959,	 48.45000000000000284217,	 0.49999999999999994449,	 0.78539816339744827900, 6018022.22450940031558275223,	 0.50840265988449095946,	 0.00840265988449101497,	 0.81201770914643900401,	 0.25462287851798232063,	 0.31356813484478296417,	 89628.37210123741533607244,	 89628.42126372501661535352,	 0.00000000000000000000,	 0.00000000000000000000,	 -2.46708492765183828865,	 0.00000000000000000000,	 0.00000000000000000000,	 -0.12335424638259193109,	 0.05000000000000000971,	 0.00019042705533395810,	 0.00000000000000000000,	 0.00000000000000000000
