6,		350,		0.34,		200,		1000,	1.5e-3
7,		400,		0.35,		200,		1000,	1.5e-3
9,		300,		0.39,		200,		1000,	1.5e-3
14,		400,		0.52,		200,		1000,	1.5e-3
