0,	400,	0.52,	100,	400,	1e-5
1,	400, 	0.52, 	20,	3000,	1e-4
2,	400, 	0.52, 	20,	3000,	1e-4
3,	400, 	0.52, 	20,	3000,	1e-4
4,	400, 	0.52, 	20,	3000,	1e-4
5,	400, 	0.52, 	20,	3000,	1e-4
6,	40, 	0.52, 	20,	3000,	1e-4
7,	0, 	0.52, 	20,	4000,	1e-3
8,	0, 	0.52, 	30,	4000,	1e-3
