x [cm], 	 0.25592592592592589007, 	 34.54999999999999715783, 	 68.84407407407405798949
0.00000000000000000000, 	 0.00000000000000000000, 	 0.00000000000000000000, 	 0.00000000000000000000
5.70020000000000059970, 	 26520.25564081830088980496, 	 29653.18231644704428617842, 	 30496.87488677532019210048
5.70130000000000070060, 	 26394.16015544594483799301, 	 29498.99831330165034160018, 	 30369.01169023336478858255
5.70239999999999991331, 	 26270.08045145775759010576, 	 29345.17567801008408423513, 	 30241.01166378989000804722
5.70350000000000001421, 	 26153.38776422915543662384, 	 29191.75770617711896193214, 	 30112.82340399467284441926
5.70460000000000011511, 	 26061.96194844612182350829, 	 29038.78748438112961594015, 	 29984.43391877800968359224
5.70570000000000021600, 	 26027.10505574036869802512, 	 28886.30779116901248926297, 	 29855.84711802087258547544
5.70680000000000031690, 	 26085.63589813721409882419, 	 28734.36099981322695384733, 	 29727.06447194770953501575
5.70790000000000041780, 	 26269.74929018177863326855, 	 28582.98898472289511119016, 	 29598.08421734695366467349
5.70900000000000051870, 	 26615.10222309722303180024, 	 28432.23304312101390678436, 	 29468.90367748552671400830
5.71010000000000061959, 	 27220.37107911846396746114, 	 28282.13388518728970666416, 	 29339.52099065383299603127
5.71119999999999983231, 	 27730.94727747023716801777, 	 28132.73185374717650120147, 	 29209.93594832143935491331
5.71229999999999993321, 	 28249.11619809304102091119, 	 27984.06771778471375000663, 	 29080.15029611908175866120
5.71340000000000003411, 	 28836.82789821643382310867, 	 27836.18459411916410317644, 	 28950.16779811440937919542
5.71450000000000013500, 	 29422.98835275092642405070, 	 27689.13169020604254910722, 	 28819.99419283101815381087
5.71560000000000023590, 	 30048.85643262111625517718, 	 27542.97060436307219788432, 	 28689.63710803309368202463
5.71670000000000033680, 	 30612.76541773242206545547, 	 27397.78474536965950392187, 	 28559.10596462013927521184
5.71780000000000043769, 	 31129.48377550087388954125, 	 27253.69168117535809869878, 	 28428.41188160163437714800
5.71890000000000053859, 	 31591.45877364267289522104, 	 27110.82234032011183444411, 	 28297.56758600741159170866
5.72000000000000063949, 	 32015.62258314897917443886, 	 26969.47789234483570908196, 	 28166.58732874578709015623
5.72109999999999985221, 	 32421.86743770843895617872, 	 26829.92483629370326525532, 	 28035.48680731720014591701
5.72219999999999995310, 	 32828.92471071836189366877, 	 26692.53877029765862971544, 	 27904.28309785401870612986
5.72330000000000005400, 	 33244.01897762464795960113, 	 26557.77598812112046289258, 	 27772.99460180952519294806
5.72440000000000015490, 	 33672.69091154554917011410, 	 26426.17742450477453530766, 	 27641.64101655942795332521
5.72550000000000025580, 	 34117.85444691872544353828, 	 26298.36163744685472920537, 	 27510.24334382871529669501
5.72660000000000035669, 	 34579.90116202356148278341, 	 26175.01577061858915840276, 	 27378.82395452413766179234
5.72770000000000045759, 	 35057.78298244938923744485, 	 26056.88285652047488838434, 	 27247.40673235088615911081
5.72880000000000055849, 	 35549.37077809400216210634, 	 25944.74656888942263321951, 	 27116.01732068373894435354
5.72990000000000065938, 	 36051.97071064179908717051, 	 25839.41472634054298396222, 	 26984.68349694556309259497
5.73099999999999987210, 	 36563.03537771297123981640, 	 25741.70278605532803339884, 	 26853.43569589962862664834
5.73209999999999997300, 	 37080.37376127384050050750, 	 25652.41836817907096701674, 	 26722.30769774085638346151
5.73320000000000007390, 	 37602.32754651897266739979, 	 25572.34754423424601554871, 	 26591.33748887468027533032
5.73430000000000017479, 	 38127.86029304266412509605, 	 25502.24333506147740990855, 	 26460.56829333078712807037
5.73540000000000027569, 	 38656.52614837331202579662, 	 25442.81655884705833159387, 	 26330.04965851525412290357
5.73650000000000037659, 	 39188.29748080649005714804, 	 25394.72910585630597779527, 	 26199.83820183256102609448
5.73760000000000047748, 	 39723.32641162745858309790, 	 25358.58738658492075046524, 	 26070.00116715095646213740
5.73870000000000057838, 	 40261.74365443707210943103, 	 25334.93388479056375217624, 	 25940.61611587516745203175
5.73980000000000067928, 	 40803.47249888186343014240, 	 25324.54505655503453454003, 	 25811.77235530271354946308
5.74089999999999989200, 	 41348.31548008832032792270, 	 25326.40701112290480523370, 	 25683.57252685486309928820
