#t [s],	 res[A],	 res[Q] 
5.77170000000000005258 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.77280000000000015348 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.77390000000000025437 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.77500000000000035527 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.77610000000000045617 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.77720000000000055707 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.77830000000000065796 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.77939999999999987068 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.78049999999999997158 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.78160000000000007248 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.78270000000000017337 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.78380000000000027427 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.78490000000000037517 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.78600000000000047606 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.78710000000000057696 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.78820000000000067786 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.78929999999999989058 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.79039999999999999147 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.79150000000000009237 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.79260000000000019327 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.79370000000000029416 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.79480000000000039506 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.79590000000000049596 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.79700000000000059686 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.79810000000000069775 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.79919999999999991047 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.80030000000000001137 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.80140000000000011227 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.80250000000000021316 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.80360000000000031406 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.80470000000000041496 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.80580000000000051585 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.80690000000000061675 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.80800000000000071765 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.80909999999999993037 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.81020000000000003126 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.81130000000000013216 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.81240000000000023306 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.81350000000000033396 ,	 0.00004056616979064337 ,	 0.00379478039787425805 
5.81460000000000043485 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.81570000000000053575 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.81680000000000063665 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.81789999999999984936 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.81899999999999995026 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.82010000000000005116 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.82120000000000015206 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.82230000000000025295 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.82340000000000035385 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.82450000000000045475 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.82560000000000055564 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.82670000000000065654 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.82779999999999986926 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.82889999999999997016 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.83000000000000007105 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.83110000000000017195 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.83220000000000027285 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.83330000000000037375 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.83440000000000047464 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.83550000000000057554 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.83660000000000067644 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.83769999999999988916 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.83879999999999999005 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.83990000000000009095 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.84100000000000019185 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.84210000000000029274 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.84320000000000039364 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.84430000000000049454 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.84540000000000059543 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.84650000000000069633 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.84759999999999990905 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.84870000000000000995 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.84980000000000011084 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.85090000000000021174 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.85200000000000031264 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.85310000000000041354 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.85420000000000051443 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.85530000000000061533 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.85640000000000071623 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.85749999999999992895 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.85860000000000002984 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.85970000000000013074 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.86080000000000023164 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.86190000000000033253 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.86300000000000043343 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.86410000000000053433 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.86520000000000063523 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.86629999999999984794 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.86739999999999994884 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.86850000000000004974 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.86960000000000015064 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.87070000000000025153 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.87180000000000035243 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.87290000000000045333 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.87400000000000055422 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.87510000000000065512 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.87619999999999986784 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.87729999999999996874 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.87840000000000006963 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.87950000000000017053 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.88060000000000027143 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.88170000000000037232 ,	 0.00006626607402686364 ,	 0.00029776459553452930 
5.88280000000000047322 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.88390000000000057412 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.88500000000000067502 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.88609999999999988773 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.88719999999999998863 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.88830000000000008953 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.88940000000000019043 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.89050000000000029132 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.89160000000000039222 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.89270000000000049312 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.89380000000000059401 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.89490000000000069491 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.89599999999999990763 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.89710000000000000853 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.89820000000000010942 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.89930000000000021032 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.90040000000000031122 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.90150000000000041211 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.90260000000000051301 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.90370000000000061391 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.90480000000000071481 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.90589999999999992752 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.90700000000000002842 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.90810000000000012932 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.90920000000000023022 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.91030000000000033111 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.91140000000000043201 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.91250000000000053291 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.91360000000000063380 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.91469999999999984652 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.91579999999999994742 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.91690000000000004832 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.91800000000000014921 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.91910000000000025011 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.92020000000000035101 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.92130000000000045191 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.92240000000000055280 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.92350000000000065370 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.92459999999999986642 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.92569999999999996732 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.92680000000000006821 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.92790000000000016911 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.92900000000000027001 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.93010000000000037090 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.93120000000000047180 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.93230000000000057270 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.93340000000000067359 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.93449999999999988631 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.93559999999999998721 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.93670000000000008811 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.93780000000000018900 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.93890000000000028990 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.94000000000000039080 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.94110000000000049170 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.94220000000000059259 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.94330000000000069349 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.94439999999999990621 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.94550000000000000711 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.94660000000000010800 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.94770000000000020890 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.94880000000000030980 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.94990000000000041069 ,	 0.00005270120809487345 ,	 0.00068377273566195293 
5.95100000000000051159 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.95210000000000061249 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.95320000000000071338 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.95429999999999992610 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.95540000000000002700 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.95650000000000012790 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.95760000000000022879 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.95870000000000032969 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.95980000000000043059 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.96090000000000053149 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.96200000000000063238 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.96309999999999984510 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.96419999999999994600 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.96530000000000004690 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.96640000000000014779 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.96750000000000024869 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.96860000000000034959 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.96970000000000045048 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.97080000000000055138 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.97190000000000065228 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.97299999999999986500 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.97409999999999996589 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.97520000000000006679 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.97630000000000016769 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.97740000000000026859 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.97850000000000036948 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.97960000000000047038 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.98070000000000057128 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.98180000000000067217 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.98289999999999988489 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.98399999999999998579 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.98510000000000008669 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.98620000000000018758 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.98730000000000028848 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.98840000000000038938 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.98950000000000049027 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.99060000000000059117 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.99170000000000069207 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.99279999999999990479 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.99390000000000000568 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.99500000000000010658 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.99610000000000020748 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.99720000000000030838 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.99830000000000040927 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
5.99940000000000051017 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.00050000000000061107 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.00160000000000071196 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.00269999999999992468 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.00380000000000002558 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.00490000000000012648 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.00600000000000022737 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.00710000000000032827 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.00820000000000042917 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.00930000000000053006 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.01040000000000063096 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.01150000000000073186 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.01259999999999994458 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.01370000000000004547 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.01480000000000014637 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.01590000000000024727 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.01700000000000034817 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.01810000000000044906 ,	 0.00002922175197039916 ,	 0.00241960393628233095 
6.01920000000000054996 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.02030000000000065086 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.02139999999999986358 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.02249999999999996447 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.02360000000000006537 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.02470000000000016627 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.02580000000000026716 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.02690000000000036806 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.02800000000000046896 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.02910000000000056986 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.03020000000000067075 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.03129999999999988347 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.03239999999999998437 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.03350000000000008527 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.03460000000000018616 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.03570000000000028706 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.03680000000000038796 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.03790000000000048885 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.03900000000000058975 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.04010000000000069065 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.04119999999999990337 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.04230000000000000426 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.04340000000000010516 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.04450000000000020606 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.04560000000000030695 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.04670000000000040785 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.04780000000000050875 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.04890000000000060965 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.05000000000000071054 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.05109999999999992326 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.05220000000000002416 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.05330000000000012506 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.05440000000000022595 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.05550000000000032685 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.05660000000000042775 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.05770000000000052864 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.05880000000000062954 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.05990000000000073044 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.06099999999999994316 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.06210000000000004405 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.06320000000000014495 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.06430000000000024585 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.06540000000000034674 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.06650000000000044764 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.06760000000000054854 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.06870000000000064944 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.06979999999999986215 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.07089999999999996305 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.07200000000000006395 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.07310000000000016485 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.07420000000000026574 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.07530000000000036664 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.07640000000000046754 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.07750000000000056843 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.07860000000000066933 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.07969999999999988205 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.08079999999999998295 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.08190000000000008384 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.08300000000000018474 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.08410000000000028564 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.08520000000000038654 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.08630000000000048743 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.08740000000000058833 ,	 0.00003802626472633068 ,	 0.00052677679155140305 
6.08850000000000068923 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.08959999999999990195 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.09070000000000000284 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.09180000000000010374 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.09290000000000020464 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.09400000000000030553 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.09510000000000040643 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.09620000000000050733 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.09730000000000060822 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.09840000000000070912 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.09949999999999992184 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.10060000000000002274 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.10170000000000012363 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.10280000000000022453 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.10390000000000032543 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.10500000000000042633 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.10610000000000052722 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.10720000000000062812 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.10830000000000072902 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.10939999999999994174 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.11050000000000004263 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.11160000000000014353 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.11270000000000024443 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.11380000000000034532 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.11490000000000044622 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.11600000000000054712 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.11710000000000064801 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.11819999999999986073 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.11929999999999996163 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.12040000000000006253 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.12150000000000016342 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.12260000000000026432 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.12370000000000036522 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.12480000000000046612 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.12590000000000056701 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.12700000000000066791 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.12809999999999988063 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.12919999999999998153 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.13030000000000008242 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.13140000000000018332 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.13250000000000028422 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.13360000000000038511 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.13470000000000048601 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.13580000000000058691 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.13690000000000068781 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.13799999999999990052 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.13910000000000000142 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.14020000000000010232 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.14130000000000020322 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.14240000000000030411 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.14350000000000040501 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.14460000000000050591 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.14570000000000060680 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.14680000000000070770 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.14789999999999992042 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.14900000000000002132 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.15010000000000012221 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.15120000000000022311 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.15230000000000032401 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.15340000000000042490 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.15450000000000052580 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.15560000000000062670 ,	 0.00003794240738091731 ,	 0.00297272456754697203 
6.15670000000000072760 ,	 0.00002453058588716804 ,	 0.00065662279913946211 
6.15779999999999994031 ,	 0.00002453058588716804 ,	 0.00065662279913946211 
6.15890000000000004121 ,	 0.00002453058588716804 ,	 0.00065662279913946211 
6.16000000000000014211 ,	 0.00002453058588716804 ,	 0.00065662279913946211 
6.16110000000000024301 ,	 0.00002453058588716804 ,	 0.00065662279913946211 
6.16220000000000034390 ,	 0.00002453058588716804 ,	 0.00065662279913946211 
6.16330000000000044480 ,	 0.00002453058588716804 ,	 0.00065662279913946211 
6.16440000000000054570 ,	 0.00002453058588716804 ,	 0.00065662279913946211 
